불용어 제거 리뷰,피부타입,피부고민,자극도
에옹 에옹 내 인생크림이라옹 민감한 에옹이에게 이만란 보습크림 찾아볼 없다옹 비싸서 애껴서 쓰고 할인할때 왕창 산다옹 이번에 다쓰면 7번째 사는 거라옹 할인 해줬으면 한다옹,건성에 좋아요,보습에 좋아요,자극없이 순해요
동생이랑 엄마가 써보고 좋다고 하네용 재구매한대요,건성에 좋아요,보습에 좋아요,자극없이 순해요
꾸덕한 크림 펴바르면 2번째 사진처럼 캡슐이 보이는데 손으로 잘 펴바르면 알아서 잘녹아요 본품을 벌써 다 써버려서 리뷰사진은 귀여운 샘플버전 크림입니다 순합니다 크림을 사야할지 모르겠고 보습감 좋은 크림 찾는다면 자신있게 추천할수있는 크림 건성피부 추천,건성에 좋아요,보습에 좋아요,자극없이 순해요
모공 막는 성분이 세개나 들어가있어서 그런가 쓸 때마다 요철 모공 오돌토돌이 갱장히 심함 바세린 슬러깅을 해도 이러진 않는데 보습은 좋음 막 극강의 보습도 아니고 속보습이라던가 속수분 이 단어 상술이라 생각하는 1인인데 뭐 어쨈ㅅ든 수분 유분막 치면 겉은 보습 속건조니까 의미에서 은 수분보다 유분이 많아서 안 되는 느낌 한달리뷰 아닌 거에는 유수분 55라 했지만 써보니 유 6 수 4 인 느낌 은근 밤 같은 제형이고 피부장벽 개선 막 건 못 느꼈음 말 그대로 유수분 거만 잘 맞는다면 365 쓰기 무난 할까 뭐 무난하겠지 하여튼 캡슐이 이게 기분탓인진 모르겠는데 되게 느리게 녹아서 롤링할 때마다 미세하게 느껴짐 하고나면 미세하게 피부가 답답한 느낌이 있더라 중건성이지만 재구매의사 없음 나에겐 유수분 510점 성분 510 피부장벽 효과 010 보습 810,건성에 좋아요,보습에 좋아요,보통이에요
자극도 순한 제품인 같아요 피부도 좋아진 같습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
악건성인 저의 피부도 촉촉해져요 밤에 바르고 자고 일어나도 피부 안 당기고 좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
몇달 쓰는 중인데 이거 돈값 하네요 건성 피부에 좋아요 겨울이 오면서 피부가 건조해지고 망가졌는데 이거 쓰고 있어요 올영 세일 사려고요 강추합니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
제가 시중에 있는 로션 바르면 얼굴이 빨갛게 올라오고 따가운데 로션이 자극 없는 첫번째 로션입니다 전 로션 맞는게 없어서 아기 바디 로션 얼굴에 바르던 사람입니다 순해서 저같이 바를 수 있는 로션 없는 민감한 피부에게 추천 광고아니고 좋아서 리뷰 잘 안쓰는 사람인데 써봅니다 사진은 다쓴 로션 인증,복합성에 좋아요,보습에 좋아요,자극없이 순해요
리뉴얼 전에는 인생템이었는데 버전은 무난템인 같아요 기존 제품과 육안상으로는 캡슐의 크기가 작아진 외에 큰 차이점을 못 느꼈는데 직접 발라봤을 발림성과 마무리감에서 차이가 나네요ㅜ 발림성 기존거가 더 꾸덕한 느낌으로 발립니다 그렇다고 무거웠다는 말은 아니고 더 피부에 쫀쫀하게 올라가는 정도 리뉴얼버전은 미끈하게 올라가는게 느껴져요 마무리감 기존은 쫀쫀하게 마무리되어 피부를 만져봤을 살짝의 끈적함이 느껴졌다면 리뉴얼버전은 미끈합니다 미끈덩거리는 것은 아닌데 시간이 지나면 유분이 전보다 올라오는게 보였어요 어차피 기본은 에스트라라서 사실 수분크림보다는 좋긴해요 리뉴얼 전 버전이 더 나아서 평가가 안 좋은 같은데 유분이 더 많아진 같아서 건성피부라면 리뉴얼 버전이 더 잘 맞을듯 합니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
크림 유목민 전에 써보고 안썼는데 리뉴얼 됐대서 사용해보려고용,건성에 좋아요,보습에 좋아요,자극없이 순해요
크림 유목민 전에 써보고 안썼는데 리뉴얼 됐대서 사용해보려고용,건성에 좋아요,보습에 좋아요,자극없이 순해요
리뉴얼 되고 나서 바르면 뭐가 나요ㅠㅜ 가을겨울에 쓰기 좋은 제품이엿는데 아쉬워요,건성에 좋아요,보습에 좋아요,보통이에요
에스트라 아토베리어크림 겨울만 되면 돌아오는 에스트라 아토베리어 크림이에요 촉촉하고 보습력 좋아서 환절기 겨울까지 쓰고 있어요 기획상품으로 구매해서 좋네요,복합성에 좋아요,진정에 좋아요,보통이에요
촉촉해서 지금같은 겨울에 바르기 좋아요 보습이 아주 잘 돼요,복합성에 좋아요,보습에 좋아요,보통이에요
같은 라인의 에센스와 사용하고 있어요 속건조를 확실하게 잡아주는 제품이라 좋아요 생각보다 메이크업도 밀리지 않고 화장이 잘 먹어서 더 좋았어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
리뉴얼 전에 잘 써서 구매함 피부 뒤집어짐ㅠㅠ 크림 유목민이 되,건성에 좋아요,보습에 좋아요,자극없이 순해요
워낙 유명해서 큰 맘 먹고 구매해봤습니다 겨울철 피부 뒤집어짐 때문에ㅠㅠ 스트레스가 심해서 효과가 있었으면 좋겠네요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
보습별5개 좋아요 주변에도 하도 좋다고해서 구매했는데 극극악건성인데 좋아요 헤비하게 미끄덩거리는 것도 없고 흡수가 잘되면서 보습력이 좋네요 앞으로도 제품 쓸 같아요 재구매의사 1000000,건성에 좋아요,보습에 좋아요,자극없이 순해요
올영어워즈인 이유가 있었다 쓰던 수분크림을 다 써서 급하게 주문하려니까 단종 됐더라구요그래서 인기많은거 울며 겨자 먹기로 사본건데 수분감이 미쳤습니다 제가 악건성이라 유분기없는 가벼운 크림은 마르면서 날아가서 역효과가 나더라구요 보송한 마무리감보다는 어느정도 유분기 있는 걸 선호했는데 제가 원하던 제형 무게감이었어요 지성분들이 쓰시기엔 과할 수도 있다고 느꼈어요 씻고 나와서 배송이 와서 써봤는데 피부가 애기피부가 됐어용 저는 메힐 마데카소사이드 토너패드브린 대나무 세럼에스트라 아토베리어 크림 순으로 발랐는데 크림이 아무래도 유분기 화장하면 뭉칠 수도 있을 같아요 꼭 화장하기전에 두드려서 완전히 흡수시키시고 뭉친다면 화장하기전에 미스트 먹인 퍼프로 가볍게 두드려서 유분기만 제거해주세요 사진은 바른 직후5분 후 유분기입니다 요약 가벼운 크림은 금방 날아가는 건성분들한테 추천 크림을 바른 후 화장하면 오일광이 아닌 물광피부 표현 가능매트쿠션같은 경우는 해당 바른 직후에는 유분기가 있지만 흡수 후에는 쾌적한 마무리감 정착템 됐습니다 부디 단종시키지 말아주세요,건성에 좋아요,보습에 좋아요,자극없이 순해요
할인 시작해서 샀는데 내일 더 할인하네여ㅋㅋ 만족해요,복합성에 좋아요,진정에 좋아요,보통이에요
에스트라 아토베리어 크림 크림 꾸준히 사용하고 있는데 겨울에는 좋은 같아요 촉촉합니다 여름에는 무거운 편이에요 샘플도 들어 있어서 좋았습니다,복합성에 좋아요,진정에 좋아요,보통이에요
겨울철이라 춥고 건조해서 피부 장벽 관리때문에 에스트라 365크림을 구매했습니다 여름에는 에스트라가 무거워서 가을겨울에만 사용해요 요즘은 닥터지 수분크림이랑 섞어 사용합니다 적당히 가벼우면서 유분감도 채워줄 수 있어 좋아요 트러블 자극 순하면서 피부에 수분막을 씌운 느낌이에요 제형은 꾸덕한 편이고 캡슐이 있는데 살살 펴발라주면 스며듭니다 흡수율이 좋지는 않아요ㅠ 화장 전에 바르기보단 저녁 스킨케어 루틴에 사용하는 걸 추천드립니당,건성에 좋아요,보습에 좋아요,자극없이 순해요
부동의 1등 크림 피부과에서도 추천했다는 리뷰와 주변인들의 호평으로 믿고 구매했어요 올영세일 막차쿠폰 포인트 사용으로 저렴하게 업어왔네요 기획세트라 세럼 샘플도 체험해볼 수 있어서 맘에 들어요 유명한 제품답게 발림성이 굉장히 부드럽고 좋았어요 문지르면 미세한 캡슐 같은게 톡톡 터지는게 보여요 저는 민감성 건성피부인데 자극되는거 촉촉했어요 흡수력도 괜찮구요 짧은 기간동안 사용해봤지만 보습력이 우수한게 느껴졌어요 마냥 가벼운 제품은 아니라서 지성인 분이라면 번들거릴 수 있을 같아요 건조한 겨울철에는 잘 쓸 크림입니다,건성에 좋아요,보습에 좋아요,보통이에요
겨울에 쓰기 완벽한 크림 순하고 보습 짱짱해서 건조함 겨울 보내겠어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
에스트라 제품 벌써 4통째 사용 중인데 피부가 한층 건강해진 느낌이에요 알갱이가 피부에 잘 흡수되는 느낌이 들고 꾸준히 사용하면서 피부가 더 촉촉하고 탄력 있어졌어요 피부 결이 고르고 민감한 부분도 진정된 같아요 자극 부드럽게 스며들어 피부가 편안해지고 매일 사용하면서 확실히 피부 톤도 맑아진 느낌이에요 제품이 피부에 좋은 영향을 주는 같아서 앞으로도 쓸 예정이에요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
개째인지 모를 건성 필수 홤절기템 에스트라 좋아여 추천합니다 겨울엔 건성에겐 보습이 아쉬워요 환절기까진 최고,건성에 좋아요,보습에 좋아요,자극없이 순해요
쓰던 크림은 유분이 많고 겨울 되면 속건조가 느껴져서 바꿔서 사용중인데 두 통째 사용했는데 과한 유분도 올라오지 않고 날이 건조해져도 속건조가 느껴지지 않아요 가격이 비싼 빼고는 다 만족입니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
좋아ㅆ어요 보습이 필요했능데 잘 수분충전 되었습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
보습감 무난하고 건조하지않아서 겨울에 잘 사용할것같은 크림,건성에 좋아요,보습에 좋아요,자극없이 순해요
쓰던 거 다 쓰기 전에 쟁여두려고 샀어요 아토베리어는 없으면 불안한 템이에요,건성에 좋아요,보습에 좋아요,자극없이 순해요
냄새도 안 나고 건성 피부인데 이걸로 보습이랑 수분감에 만족해서 이걸로 자리 잡았어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
제피부는 아토배리어 애스트라 크림 쓰기전과 후로 나뉘어집니다 강츄ㅠ츄츛,건성에 좋아요,보습에 좋아요,자극없이 순해요
짜면 되게 꾸덕하고 무겁게 발릴 같은데 은근 유분감은 적고 수분감 위주라서 끈적거리지 않아요 보습감은 오래 가서 아침까지 건조하지 않아서 좋네요오,건성에 좋아요,보습에 좋아요,자극없이 순해요
피부가 건조해서 고민하다가 에스트라크림이 좋다고해서 구매했습니다 사용전인데 한달 사용해보고 자세한 리뷰올리겠습니다,건성에 좋아요,보습에 좋아요,보통이에요
에스트라 아토베리어 리페어크림이 몇년 전부터 유명한 장벽크림이라 제품이길래 궁금해서 구입해봤네요 입소문대로 저의 수부건성 피부를 충족시켜줄 수 있는 크림으로 결론ㅋㅋ 재구매 의사 있습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
에스트라 좋아서 꾸준히 구매합니다 가족들이 많아서 줄어드네요,건성에 좋아요,보습에 좋아요,자극없이 순해요
에스테라 요즘 좋아하는 수분라인이에요 순하고 촉촉함도 오래가요,건성에 좋아요,보습에 좋아요,자극없이 순해요
겨울에 없으면 안 됩니다 여름에는 밀리는데 겨울에는 가벼우면서 보습은 잘 돼서 아침에는 꼭 크림으로 발라요,건성에 좋아요,보습에 좋아요,자극없이 순해요
한 유툽에서 소개해서 구매햇어요 저는 스쿠알란 성분 들어간 크림 찾다가 이걸 알게되었어요 장벽이 잘무너져서 오일리한거 못쓰고 바로바로 흡수되는거 촉촉한거 원해서 잘쓰고 있어요 발림성은 부드러워요 하얀 알갱이들이 바로바로 스며들정도로 부드럽네요 다음엔 로션사서 바디에 써보려고요 건조하네요,건성에 좋아요,보습에 좋아요,자극없이 순해요
좋아요 보습이 아주 잘 됩니다 크림만 발라도 기초 끝낼 수 있어요 추천합니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
