불용어 제거 리뷰,피부타입,피부고민,자극도
재구매템입니다 아묻따 넘버즈인 잘쓰고 있어욬ㅋㅋㅋ 추천해툐,지성에 좋아요,보습에 좋아요,자극없이 순해요
촉촉하고 좋아요 잘 쓰고 있습니당 꾸준히 사용햐야 절확한 효과는 알 같아요,복합성에 좋아요,진정에 좋아요,보통이에요
피부결 정리해보고 싶어서 샀지만 1주일 쓰고 멈춤 트러블 준내 나서 피부과만 갔습니다넘버즈인 제품은 이걸로 처음 써봤는데요 목적을 유효하게 해주는 성분과 그것의 효과는 있으나피부가 부드러워지긴 했음 흡수가 잘 안 되고 사용에 문제가 있는 제품을 지속적으로 사용하기 어려움 데일리 세럼도 아닌 게 중요한 상황에 슥 피부 정리하는 느낌으로 써야 괜찮을 거 같고요 발효 성분유분 제품 쓰는 것에 문제가 없을 거라고 자신할 수 있는 분이 써야 좋을 거 같음 결론은 넘버즈인 제품력이 보이진 않음,건성에 좋아요,보습에 좋아요,자극이 느껴져요
팩 써보고 좋아서 세럼도 구매하게 되었습니다 바르면 피부결 정돈되고 요철도 조금씩 들어가는 같아서 잘 사용하고 있어요 사람마다 호불호 갈리는 같더라구요ㅠㅠ 꼭 테스트 해보시고 구매하시길 바랍니다 참고해서 만족스러운 쇼핑되세요 도움이 되셨다면 도움이 돼요 한 번 꾸욱 눌러주세요,복합성에 좋아요,진정에 좋아요,보통이에요
저는 돌고 돌아 여기에 오네요 세통째 사용중인데 기획구성이 바뀌네요 5080 쓰다가 이번엔 50기획이 좋길래 리필 기획으로 구매했습니다 사용전 테스트 필수 발효성분 민감성 피부 주의 제가 써보면서 느낀건 피부결 하나는 3번세럼이 탑 세럼 써봤는데 효과 좋다 느낀건 없었어요 요즘 잠을 못자서 건조한 피부 트러블 고민이었는데 세럼 이걸로 바꾸고 나서 조금씩 돌아오는 중이에요 트러블 있는 부분에 바르면 살짝 따가울 수 있어요 저는 3번세럼 리들샷 아비브 부활초 라인으로 관리해주고 있는데 조합 겨울에 강추입니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
퍼스널 컬러 겨울 클리어 봄영향을 받은 겨울클리어 타입 바우만 피부 타입 지성심한 민감성경미한 비색소성경미한 탄력 티트리 녹차 알로에 병풀시카 캐모마일 카렌듈라 살리실릭애씨드 판테놀 코코넛오일 쉐어버터 코코아버터 시나몬오일 시나믹애씨드 아세틱애씨드 벤조익애씨드 알파리포익애씨드 꿀피부 소리 듣지만 간혹 접촉성 피부염 재발로 홍조 두드러기 재발 술을 빚으시는 주조사분들의 손을 스킨케어에 적용시키기 시작됐다고 하는 피부의 기본기를 다지는 갈락토미세스 2 피테ㄹ 에센스 ㅆㅇㄴ 퍼ㅅㅌ에센스 ㅁㅅ 에센스도 마찬가지로 제품들을 썼을때 피부의 속광이 돌면서 결광이 달라지는걸 체감 후 갈락이 좋구나 느꼈었습니다 갈락이 들어가있는 앰플들을 써봤을때 트러블이 올라오면서 방황했는데 유일하게 안났던게 3번 앰플입니다 솔직하게 위 제품들을 썼을때만큼의 충격좋은의미를 받진 못했어요 이미 결이 부드러워서 그런건가싶기도 더 써봐야 할 같습니다 3번 에센스 토너는 안맞았습니다,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
모공 세럼으로 얘가 좋다길래 사봤습니다 후기 자주 보신 분들은 아시겠지만 제가 기초 제품군에서 소비하는게 모공 세럼 모공 앰플이거든요ㅠ 그만큼 모공이 아주 넓은 왕모공쟁이라 조금이라도 좋다거나 괜찮다고 소문난 제품들이 나오면 사서 써보고 있어요 피부과 시술을 받거나 비싼 뷰티 디바이스를 쓰진 않고 기초 제품으로만 케어를 모공 크기 변화는 없지만 더 넓어지지 않는 것만으로도 다행이라 생각해요ㅠㅠ 넘버즈인 3번 세럼도 모공 케어 제품으로 유명해서 사볼까 했다가 얘가 말 많고 탈 많던 ㅍ의 자회사 브랜드라길래 꺼려져서 안 샀거든요ㅠ 지금은 논란도 잠잠해졌고 좋다는 후기가 많아 제품력이 어떨지 궁금해져서 사봤는데 왕모공에도 효과가 있을지 궁금해지네요,복합성에 좋아요,주름/미백에 좋아요,보통이에요
세럼은 피부결 개선에 탁월해요 바르고 나면 피부가 확실히 매끄럽고 보들보들해져서 만지는 재미가 생기더라고요 흡수도 빠르고 끈적임 산뜻해서 아침 저녁으로 꾸준히 사용하기 좋았어요 덤으로 받은 세럼팩도 피부에 보습과 진정 효과가 있어 만족스러웠습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
보들보들해서 샀어여 올영 세일할때 쟁여놔야해여 안그럼 넘 가격이 사악함,건성에 좋아요,보습에 좋아요,자극없이 순해요
처음 발랐을땐 그닥 좋다고 못느꼈는데 자주 쓰다보니 흡수도 빠르고 조금은 매끈해지는것같아여 차음부터 통이 불량이라 그게 아쉬워여,건성에 좋아요,보습에 좋아요,보통이에요
두통째쓰고있어요 자극없고 피부결정리에 정말좋아요 다음날 세안할때 보들보들한게 느껴져요 만족합니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
토너랑 사용했을때 결개선 효과를 봤어요 물론 수부지인 저는 수분세럼과 격일로 사용하거나 했습니다,복합성에 좋아요,주름/미백에 좋아요,보통이에요
수분 보습 진정에 좋은 앰플이에요 11기획할 구매했습니다 결 개선이 확 눈에 띄게 좋아지는 건 모르겠어요ㅎㅎ,복합성에 좋아요,보습에 좋아요,자극없이 순해요
요새 같은 가을 환절기에는 요철이 생기는데 이거는 바르기 좋은 제품 같애요주로 아침마다 바르고 화장을 합니다팩도 좋아요,복합성에 좋아요,진정에 좋아요,보통이에요
비싸서 성분이 착한 제품이네요 초민감 예민 건성 수부지 피부인데 트러블 안나요,건성에 좋아요,보습에 좋아요,자극없이 순해요
이름 그대로 피부 결이 보들보들해졌어요 가볍고 산뜻하게 흡수되는데도 보습감은 오래가네요 리필까지 포함된 구성이라 매일 아침저녁으로 부담 사용할 수 있어요 꾸준히 쓰다 보니 메이크업도 잘 먹는 느낌 결 관리 고민 중이라면 이걸 추천합니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
피부 타입은 수부지이고 모공 요철이 많아서 늘 스트레스예요 모공이 넓으니 블랙헤드도 자연스럽게 많아졌구요 모공이나 피부 결 구매 하게 됐습니다 향은 살짝 복숭아향인거 같고 약한편이라 거부감 없었고 제형은 콧물제형이라 주르륵 흐르지 않아서 좋았어요 흡수도 잘 되는편이고 딱히 자극도 없었습니다 드라마틱한 효과는 아니지만 피부가 전체적으로 결이 정리 되고 모공이 덜 도드라지는거 같아요,복합성에 좋아요,주름/미백에 좋아요,보통이에요
결이나 모공에 좋다고 해서 열심히 쓰고있는데 보습감 적당하고 모공은 좋아지는 같기도하고 줄어든거 같긴해요 요거 매일매일 사용하고 있어서 벌써 리필을 채웠는데 리필 채워서 새로운 한병 되고 쓰레기도 안나오고 구성이 마음이 들더라구요 향후에 사볼 의향 어느정도 있어요 속건조 심한 겨울에는 좀더 보습감이 필요해서 크림이나 스킨으로 속건조를 잡아야합니다,복합성에 좋아요,보습에 좋아요,보통이에요
모공 세럼 알아보다가 알게 된 제품인데 확실히 느껴진 건 이전에 안 발랐을 때보다 피부가 뭔가가 좋아진것같고 블랙헤드가 줄어든 같았어요 구매당시 리필 한팩 받았는데 리필해야합니다ㅎㅎ 벌써 바닥정도 남았네요 양이,건성에 좋아요,보습에 좋아요,자극없이 순해요
눈밑 요철에 좋아요 아주 유용하게 잘 사용하고 있어요ㅎ,지성에 좋아요,주름/미백에 좋아요,자극없이 순해요
아침에만 바르는 앰플입니다 화장이 밀리지 않고 화사 윤기나서 어무애착하는 제품이에요,건성에 좋아요,보습에 좋아요,자극없이 순해요
세럼 본품에 리필까지 챙겨주는 구성품이라서 든든해요 수분감도 충분하고 흡수도 잘되는 편이에요 만족,건성에 좋아요,보습에 좋아요,자극없이 순해요
넘버즈인이 유명해지기 전에 2020년에 처음 썼던 제품인데 메이트로 일하면서 오랜만에 재구매했어요 저는 5번라인이랑 1번라인을 최애 라인으로 쓰고 있거든요 샵에서도 화장 전에 이거 발라주시는 거 넘버즈인 샵에서도 쓴다는 말을 눈으로 확인함,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
솔직히 기대 안하고 산건데 꾸준히 발라주니까 피부결이 눈에 띄게 개선됐어요 그동안 세럼사서 효과를 본게 없는데 얘는 정만 효과를 봤어요 모공개선은 솔직히 잘 모르겠긴한데 것때문에 쟁여둘거 같아요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
니아마이드신이 들어있어서 앰플이나 제품 사용하면 효과가 더 좋아져요 레티놀하고 궁합이 좋아서 이제품 얇게 깔고 레티놀 제품 쓰면 안 쓸때보다 더 빠르게 효과 볼 수 있어요 니아마이드신 자체로도 모공하고 피부결 관리 할 수 있어서 피부 관리에 추천해요,건성에 좋아요,보습에 좋아요,자극없이 순해요
피부결 정돈에 특화된 세럼으로 사용 후 즉각적으로 부드럽고 매끈한 피부결을 느낄 수 있었습니다 리필 구성으로 경제적인 점이 좋았고 흡수도 빠른 편이라 단계 스킨케어에도 부담 사용 가능합니다 꾸준히 사용 시 모공 관리와 피부결 개선 효과를 기대할 수 있을 같아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
바른후의 느낌은 바른듯 안바른 느낌이라 전 좋았어여 이거와 잘 맞는 궁합을 잘 찾아야 할것같아여전 결세럼 이후 선크림 파데했는데 화장이 뜨더라구여 화장전까지는 느낌 아주 좋았어여근데 리필용세럼 파우치는 진심바꿔야할것같아여 용량을 늘리던지 통으로 주던지 하면 좋을것같아여,건성에 좋아요,보습에 좋아요,자극없이 순해요
팩을 해보고 세럼을 구입하게 되었어요 트러블성 피부라서 발효성분이 있는제품들은 살짝 걱정이 되거든요 ㅎ 팩을 했을때 생각보다 화끈거리지 않았고 이후 트러블이 나지도 않았거든요 백화점에서 비싸게 팔리고 있는 제품들 성분이 들어있다니깐 저도 흥미가 있고 사고 싶더라고요 사고 잘 안썻습니다 자극 받을일이 많은데 자극이 더 추가 될까봐요 ㅜㅠㅠㅜ 재구매는 글쎄요 오래 두고 쓰게 될까봐 걱정인데 아침 저녁에만 세안해서 이걸 쓰게 될지는 궁금하네요,복합성에 좋아요,진정에 좋아요,자극이 느껴져요
한달리뷰 피부는 건성입니다 민감성은 살짝 앰플 자기전 바르면 엄청납니다많은 의미들로 엄청 끈쩍거려요 하ㅠㅠ 스킨케어 순서는 토너앰플로션크림입니다 살짝 따가움이 느껴지는거 같아요 얼굴이 간지럽다 이정도까지는 아닌데 민감하신분은 느끼실 수 있을거 같습니다 결과물은 괜춘 재구매의사는 없음,건성에 좋아요,보습에 좋아요,보통이에요
꾸준히 사용하니까 피부가 점점 좋아지고 있는거 같아요 흡수도 잘 되고 수분감도 좋습니다,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
리뷰가 좋아서 구매해봤어요 한달써보고 오겠습니다,복합성에 좋아요,진정에 좋아요,보통이에요
순하고 좋은 제품이라 해서 사용해봤는데 제피부랑은 안맞았어요 수부지피부고 민감트러블 피부는 아닌 평범한 피분데 일주일 사용하다 처박템이 되어버렸습니다 화기나 따가운느낌은 없었는데 제품 사용하고 나서 좁쌀여드름이 올라왔어요ㅠㅠ,복합성에 좋아요,보습에 좋아요,자극없이 순해요
모공 개선 기능은 크게 와닿지 않았지만 사용한 다음날 손끝에서 부드러움이 다른게 확 느껴지더라구요 결 개선 효과는 확실했어요 왠지모르게 스멀스멀 새어나오는 유분기때문에 메이크업과는 어울리지 않았다는점 주말에 선크림 간단하게 스킨케어하는 날 쓰기 좋아요 발효성분 입문하시는 분들께 추천합니다,복합성에 좋아요,주름/미백에 좋아요,자극이 느껴져요
처음 며칠은 화한 느낌도 있습니다 효과가 좋아요 며칠 쓰곤 별효과가 없길래 후딱 쓰고 말자는 생각으로 팍팍 썼는데 새 나도 모르게 피부가 좋아져있더라구요 모공쪼임에는 별 효과를 못 느꼈지만 피부결에는 확실히 효과가 있었어요 보습감을 꽉 채웠을 때와는 확실히 결의 매끈함 초반에 자극이 있으니 민감성은 테스트 해보고 쓰세용,건성에 좋아요,주름/미백에 좋아요,자극이 느껴져요
순하다고 말한 순 없을 같아요 살짝 따갑게 느껴지긴 했습니다 그렇다고 여드름이나 트러블이 올라온 건 아닙니다 사진은 나비존 쪽 모공 사진이에요 아이폰 기본카메라 스킨케어 직후라 모공쪽이 번들거리긴 화장하고 파우더처리해주면 도자기피부 완성됩니다 확실히 꾸준히 써주니까 피부가 보들보들해지고 블랙헤드가 싹 사라진게 느껴집니다요 콩콩 박힌 피지랑 우둘투둘한 요철 스트레스 개레전드였는데 이거 쓰고 나서 싹 사라짐 건조하지도 않고 유분감이 많은 편도 아닙니다 수분을 채워준다는 느낌도 받았어요 피지가 제거되니까 확실히 모공이 줄어들고 화장할때도 넘넘 좋와요,지성에 좋아요,보습에 좋아요,보통이에요
민감성 복합성 환장 피부에도 찰떡이고 바르면 매끈해지는 앰플 정착템이에요 80미리보다 50미리 제품이 더 간편하게 챙길 수 있고 가볍고 아기자기해서 보관하기에도 좋아요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
이거 쓰면 오돌토돌한게 없어질줄 알았는데 솔직히 효과가 없어서 실망해씀요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
확실히 결정리가 되어서 좋아요 같은 라인 토너랑 사용하고 있는데 겨울에 쓰기 딱이에요,복합성에 좋아요,보습에 좋아요,보통이에요
화장 전에 발라주면 좋아요 3번 토너 패드랑 사용하면 좋아요,지성에 좋아요,보습에 좋아요,보통이에요
모공부자 나에게 최고의 선택 모공이 점점 줄어드는 시분 최고네요,건성에 좋아요,보습에 좋아요,자극없이 순해요
