불용어 제거 리뷰,피부타입,피부고민,자극도
피부염 언급 설마 난 아니겠지 했는데 마스크팩하면서 얼굴 이렇게된거 처음 도대체 머때문일까요 첨엔 멀정했는데 갑자기 얼굴 벅벅가려워서 1시간도 못 붙이고 뗌 너무충격 울퉁불퉁한거 바이오던스 붙이고 된거에요 피부좋다는말 많이듣는 피부임,건성에 좋아요,보습에 좋아요,자극이 느껴져요
귀차니즘으로 팩을 잘 안 하는 저에게 잘 맞는 팩이라고 생각했어요 옆으로 누워야 잠이 들고 잠꼬대가 심해서 안 맞더라고요 똑바로 누워서 자고 뒤척이지 않는다면 붙이고 자는 제품의 효과를 100 느낄 수 있지 않을까 합니다 할인할 때랑 안 할 때의 가격이 차이가 나서 장당 5000원 가까이 주고 사기에는 비싸다는 생각이 들어요 가격대가 있는 팩이다 보니 선물용으로 더 좋지 않을까 합니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
이거 하면 피부에서 속광이 잘올라오고 내 피부가 좋았던것처럼 맘에들어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
콜라겐팩 중에서는 만족하고 사용하고 있는 거 같습니다 금액대가 높은 편이지만 세일할때 쟁겨두면 좋아요,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
부지런하게 만들어주는 팩이에요 자려면 집가서 씻고 붙여놔야해서 강제 부지런해집니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
바이오던스의 세라놀 팩을 잘 써서 얘도 구매해본 콜라겐팩답게 붙이자 마자 쿨링감이 있어요 콜라겐팩 자체에서 오는 쿨링감이고 안에 든 성분때문은 아닌듯 쿨링 효과 지속은 세라놀 팩이 더 길었어요 피부 열감 낮추기엔 세라놀 팩이 나은듯 모공과 탄력 기능 개선 부분에선 글쎄요 점에서는 딱히 효과를 못 봤네요 제가 워낙 예민한 피부라 그런지는 모르겠지만 팩을 붙이면 피부염같은게 종종 올라오기도 했고 ㅠ ㅠ 뭐랄까 피부 상태를 타는 같아요 피부가 조금이라도 안 좋은 상태에서는 못 쓰고 피부가 나쁘지 싶으면 조심스럽게 사용할 수 있는 그마저도 수면팩으로는 불가능해요 유효성분 흡수에는 좋을지언정 피부 자체에는 자극이 가더라고요 떼어낼 때도 아프고 3시간이 한계임 총평 유명해서 사봤지만 큰 효과는 없었던 저처럼 피부 예민한 분들은 같은 브랜드의 세라놀팩파란색 콜라겐팩 사세요 저는 그건 괜찮더라구요 더 시원하고 순해서 걔는 요즘도 종종 사용하고 있음,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
무게감이 느껴지긴 확실히 뗄 보습감이 느껴지고 쫙 흡수된 느낌이에요,건성에 좋아요,보습에 좋아요,자극없이 순해요
가격대는 가성비가 전혀없지만 약속있는 전날 써주면 다음날 확실히 틀림,건성에 좋아요,보습에 좋아요,자극없이 순해요
사용 전이예요 새로 보이는 제품이라 구매해봤어요 사용감이 기대됩니다,복합성에 좋아요,진정에 좋아요,보통이에요
시트팩 두께는 두껍지 않아서 밀착력 있게 피부에 붙어있고 수분 보습력이 낭낭하고 시트에 넉넉하게 묻어있고 남은 에센스 양으로 바디에 바르니 좋더라구여 요즘같은 환절기에 추천추천,건성에 좋아요,보습에 좋아요,자극없이 순해요
비싼 마스크팩은 처음이지만 수면팩으로 쓸 수 있어서 한 번 사봤어요 이왕 사는 거 개당 가격 싼 7개 묶음으로 눈이랑 입 구멍 쪽 마스크팩도 입술 옆이랑 코 옆에 붙이고 위에 위쪽 아래쪽 마스크 붙이면 고정도 되고 빈틈 잘 사용할 수 있어요 시트보다 공기도 덜 찬다 해야하나 쫙쫙 펴져서 얼굴에 빈틈 붙어서 좋아여 앰플 바르고 수면팩으러 하면 더 좋다는 후기 비타민 앰플 바르고 팩 붙였어요 아침에 얼굴 어떨지 궁금함,건성에 좋아요,보습에 좋아요,자극없이 순해요
요새 피부가 예민해서 진정용으로 사용하고있어요 술먹고 피부가 건조하고 붉어짐이 심해지더라구요 숙취에 힘들어도 꼭 붙히고 기절합니다ㅋㅋ,복합성에 좋아요,주름/미백에 좋아요,보통이에요
가격이 진짜진짜 사악 잡채지만 스페셜케어용으로는 아주 굳,건성에 좋아요,보습에 좋아요,자극없이 순해요
자극없이 순하고 보습 진정에 탁월합니다 꾸준히 써보니 쟁여탬으로 등극 시트도 밀착력이 있어서 붙이고 집안일 사용해도 굿,건성에 좋아요,보습에 좋아요,자극없이 순해요
좋아하는 콜라겐팩입니다 자기전에 수면팩처럼 붙혀두고 자는편인데 아침에 일어나면 얼굴에 속광이 반짝반짝올라와서 꼭 중요한 일정에는 이제품을 해주곤해요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
다들 좋다고 해서 구매했는데 사실 가격만큼 하는지는 모르겠어요,복합성에 좋아요,진정에 좋아요,보통이에요
좋아요 하고나면 속광이 차오르는 느낌입니다 중요한날전날엔 꼭 필수로 해주는데 당일날 피부 화장도 잘먹어서 맘에 듭니다,복합성에 좋아요,진정에 좋아요,자극없이 순해요
몇박스나 사용한 찐 애정템입니다 하고나몀 즉각적으로 윤광이 나서 좋아하는팩입니다 그리구 피부가 뒤집혔을때 해주면 진정되는 느낌도 있어서 좋아해용,복합성에 좋아요,진정에 좋아요,보통이에요
재구매 꾸준히 있어용 듬뿍 크림 올리고 이거 붙이면 싹 먹음,건성에 좋아요,보습에 좋아요,자극없이 순해요
잘 잘 쓰고있어요 쓰고나면 티가 나서 넘 좋아요 비싸지만 값합니다,복합성에 좋아요,진정에 좋아요,보통이에요
한 번 사용햐보고 나쁘지 않아서 세일기간에 재구매했어요 붙히고 자면 되는거라 편해요 단점은 잘 붙혀야 거네요 잘 찢어져요,건성에 좋아요,보습에 좋아요,자극없이 순해요
수면팩으로 사용하는 제품이다보니 시트가 투명해졌을때 피부가 건조 할 수 있어서 기초 제품은 듬뿍 올리시는게 좋구용 팩으로 사용시 최소 23시간 붙이고 있으므로 사용 전 바르는 제품의 영향을 받는듯해요 피부에 잘 맞는 기초제품을 사용하는게 중요한거 같았어요 자극적인 성분예를들면 아하바하같은 각질케어성분이 들어간 에센스는 피하시고 팩 전에는 진정 탄력 에센스 위주로 발라주세용 개인적으로 고함량 레티놀 에센스크림은 제 경우 발라도 운 안좋으면 뒤집어졌어서 마데카소사이드 제품을 사용해줬답니다 중요한 날이나 얼굴에 열감이 심하게 올라올때 시원하게 사용하기 좋더라구요 가격 음 정가로는 비싸구용 세일하거나 올영데이때 쿠폰 먹여서 구매하시는걸 추천드립니다 저는 한달째 잘 사용하고 있어요 재구매는 가끔 생각날때 한번씩 중요한 날 하루 전에 사용하면 좋아요,복합성에 좋아요,주름/미백에 좋아요,보통이에요
선물용이어요 케이스에 세트로 들어있어서 선물용으로 좋습니다,복합성에 좋아요,진정에 좋아요,자극없이 순해요
넘 비싸서 세일 구매했어요 붙이고 자도 된대서 붙이고 잤는데 제가 오래 잔건지 부분부분 붉게 올라왔어요 조절 잘 해야할 거 같아요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
얼굴에 붙지도 않고 떨어지고 세개째 뜯으니 찢어져있네요 도대체 붙지도 않는걸 팩으랍시고 판매하는건가요 효과가 어떤지도 모를만큼 스르륵 떨어지고 500원짜리 팩보다 별로에요,건성에 좋아요,보습에 좋아요,보통이에요
이거 유튜브에서 광고하는거 엄마가 팩 못떼고 잠드는거 생각나서 사드렸는데 비싸서 자주는 못해도 좋은 같아요,건성에 좋아요,주름/미백에 좋아요,보통이에요
현직 올영 메이트의 찐 간증 후기 콜라겐 팩 중에 요즘 매장에서 나가는 제품인 거 같아요 사실 온라인에도 광고가 뜨기도 제품력보단 광고때문에 많이들 구매하시는 건가 싶어서 안써보다가 어머니가 요즘 주름 걱정이 많으셔서 일반 시트팩보다 덜 마르고 촉촉한 수분감이 오래가는 팩을 찾다보니 문뜩 궁금해져서 구매하게 되었어요 가격대가 할인을 해도 부담이 되긴해서 고민은 했지만 역시는 써보니까 가격대가 높은데도 인기가 많은지 알겠더라구요 보습감도 오래가고 최소 3시간 정도는 붙여줘야 팩이 투명해지는데 투명해지는 모습이 눈에 보이는 것도 신기하고 사실 보습감이 엄청나서 수면팩으로도 사용하고 아침에 떼냈을때 건조한 느낌없이 아주 화장이 잘 먹어서 만족스러웠습니다 수분과 콜라겐 다 사용해봤는데 사용감에선 큰 차이를 모르겠어서 더 원하는 성분 위주로 선택하시면 좋을 거 같아요 얼굴에 유분이 도시면 수면팩보단 34시간 후 투명해지면 떼시는 걸 더 추천드립니다 수면팩으로 쓰면 상황에 점 무겁게 느껴지기도 하더라구요 도움이 되셨다면 좋아요 한번씩만 눌러주세용,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
겔타입 마스크팩은 잘 안써보다가 접해보고 확실히 일반 시트팩보단 효과가 좋다는 것을 깨달아버렸어요 돈은 비싸지만 효과가 다음날 화장이 잘 먹어야하거나 피부 상태가 최상이어야 하는 날 전 저녁에 사용해줍니다 저는 얼굴이 지성이라 저녁에 수면팩으로 사용해도 괜찮았는데 건성분들은 건조하게 느낄 수도 있을 거 같아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
재구매의사 한줄평 하이드로겔 마스크팩이 궁금하다면 추천 요즘 자주 바이오던스 마스크팩이 보여서 콜라겐이랑 세라놀 마스크팩 두개 다 구매해봤어요 비교했을 큰 차이점이 느껴지진 않고 파란색이 더 수분감 있어요 제가 사용해본 겔 마스크팩 중에 사용감이 좋은 편이고 얼굴이 당기는 정도까진 아니지만 팩하고 건조해서 항상 크림 더 발라줬어요 실제 효과보다는 집에서 피부관리를 해준다는 느낌과 뗄 때의 쾌감 재구매 고민할 같아요 손톱에는 잘 찢어지는 편이니 손가락으로 얼굴에 붙이는걸 추천해요 저의 리뷰가 도움되셨다면 꾸욱 부탁드려요,건성에 좋아요,보습에 좋아요,자극없이 순해요
나 외국 인플루언서들도 홍보하길래 써봤는데 이게 인기일까요 토너나 기초 붙이면 이게 맞나 싶을 정도로 답답하고 뭐 5시간 쓰고 떼라는데 떼는 순간 자극이 어마하게 느껴져요 얼굴에 장시간 붙여놓기위해 밀착력을 늘린거 같은데 별로라서 할 말이 없음 홍보에 쓸 돈을 마스크팩에 녹인 같음 가격대비나 홍보대비 별로라 1점 줬어요 한 23점 돼요 가격이 터무니 비싼데 효과도 모르겠어요,복합성에 좋아요,주름/미백에 좋아요,자극이 느껴져요
좋어영 굉장한 고보습 콜라겐팩이라서 건조하고 탄력없는 분들이 사용하면 최강일듯 저는 너무 지성이라서 트러블나요 그치만 촉촉해서 좋아 아뮤튼 저는 수면팩으로 유용하게 잘 썼습니다 마음에 들어요,복합성에 좋아요,보습에 좋아요,보통이에요
음 걍 개당 오천원 솔직히 효과 젤 좋은 거로는 모델링팩이 최고입니다 떼고 치우는 게 ㄱ귀찮을 뿐 ㅎ 아무튼 조곰 비싸다고 느껴져요 ㅠㅠ 외에는 잘 효과도 잘 그냥 그래요,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
유명한 마스크팩이라고 추천 받아서 써봤어요 피부에 밀착감이 좋고 효과는 음,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
금액만 더 저렴하면 더욱 자주 구매할 같아요 제품 자체는 아주 만족스럽습니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
팩이 투명하게 바뀔려면 시간이 걸리지만 효과는 좋은 같습니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
투명하게 바뀔려면 시간이 오래 걸리지만 그만큼 효과가 좋은 같아요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
너무좋아요 혁명템이에요 너무좋아요 비싼만큼 좋아요,복합성에 좋아요,진정에 좋아요,자극없이 순해요
마스크팩 붙히고 잠든다음에 일어나면 푹 잔것처럼 피부가 좋아져요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
향도 괜찮았고 자기전에 붙히고 자니까 좋고 다하고 남은 팩은 비닐봉투에 모아두고 족욕할때 넣어서 사용하니까 좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
수면팩으로 사용할때가 좋은것같습니다 만족하면서 잘 사용하고있습니다 오랫동안 붙혀놓고 제거하면 얼굴에 속광이 잘올라와서 아주 좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
