불용어 제거 리뷰,피부타입,피부고민,자극도
몇통을 썼는지 기억이 안날정도로 꾸준히 재구매하고 있어요 사실 미백효과까진 직접적으로 느껴지는건 잘 모르겠고 에센스 발림성도 넘 좋고 쫀쫀하고 은은한 향까지 좋아서 잘쓰고 있어요 피부 상태가 좋은날이던 안좋은날이던 자극적이거나 따가운것도 없구요 화장하기전에도 사용하면 피부가 쫀쫀해져서 화장도 잘먹습니다 써보시면 쫀쫀하다는 느낌이 어떤건지 아실거에요 지성피부인데 끈적임이 아니라 피부가 쫀쫀해지는 느낌입니다,지성에 좋아요,보습에 좋아요,자극없이 순해요
사용계기 비타민가 함유된 제품을 써봤는데 피부에 잘 맞아서 구매하게 되었어요 당시 제품을 썼을때 비타민 사용하면 피부결이 정돈되고 붉은기가 진정되어 조금은 피부톤이 환해지는 느낌이었습니다 구달제품을 선택한 이유는 민감성피부도 사용할 수 있는 저자극성 제품이라는 것 보존제 피부에 유해한 18가지 성분을 뺀 제품이라는 것 비타민 함유량이 높은 청귤에서 추출한 용액을 사용하였다는 점때문에 구매하게 되었습니다 사용감자극감 피부에 바르면 찐득한 느낌 상쾌해요 금방 흡수됩니다 발랐을때 산뜻해요 대신 수분감은 없습니다 비타민는 자칫하면 자극감이 심한데 제품은 자극감은 없었습니다 개인차가 있을 수 있으니 비타민제품을 얼굴에 발라본적이 한번도 없으신 분들은 소량 테스트 해보고 사용하시길 권합니다 향 상큼한 시트러스 향이에요 인공적인 향이 아니라 만족하였습니다 잡티피부톤피부결에 미치는 영향 효과 저는 주로 밤에 바르고 자는데 다음날 피부를 확인해보면 피부결이 매끈하고 톤이 정돈된 느낌이었어요 비타민 제품을 이용했을때와 같은 느낌이었습니다 제품은 스팟케어제품이었는데 제품은 얼굴 전체에 발라서 전체적으로 효과를 본 느낌이라는게 차이점이에요 피부톤이 밝아진 느낌은 아닌데 한 6개월정도 꾸준히 사용하면 효과를 기대할 수 있지 않나 싶어요 아무래도 화장품에서 드라마틱한 변화를 기대하기는 힘들죠 피부결정돈 된 것만해도 만족스럽습니다 전체적 사용후기 사용감 무겁지 않고 피부결이 눈에띄게 매끄러운 느낌이라 너무나도 만족스럽습니다 제품을 통해서 비타민 제품에 더욱 눈을 뜨게 되었고 제품도 더 구매해보려구요 수분감이 부족할 수 있기 건성이신 분들께는 별로 추천드리지 않아요 바르더라도 수분감 충분한 스킨 로션 크림제품을 바르고 쓰시는 것을 권장합니다 총평 비타민 스킨케어 제품 입문용으로 추천 피부결 잡티 고민이신분께 추천 복합성 지성이신분들께 추천해요 베키의 코멘트 저는 스킨구달세럼로션 순으로 바르고 있어요 묽은 수분감있는 제형이기때문에 유분기 있는 크림 로션제품 전에 바르시기를 추천드립니다,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
세럼은 가벼운 텍스처로 피부에 빠르게 흡수되며 사용 후 즉각적인 수분감을 느낄 수 있었습니다 잡티 케어에도 효과적이어서 점점 밝아지는 피부를 확인하고 있습니다 리필이 포함된 기획 제품이라서 더 좋고 파우치도 편리하게 사용할 수 있어 만족스럽습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
꿀템이라고해서 사봤었는데 저는 크게 변화를 느끼지못했어요 저한텐 뭔가 무겁고 끈적끈적한 느낌이여서 손이 자주가지않는거같아요 효과를 못봤을수도있고 여드름이 있는 피부라 뭔가 여드름을 가라앉힌다음에 써야할거같은느낌 이라서 이걸 꾸준히 바르려고하면 피부가 못나서 여드름이 한개씩 나가지구 꾸준히 못바르게되네요 얼른 피부를 진정시키고 꾸준히 열심히 발라서 찐후기로 가져와볼게용,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
좋아요꾸준히 쓰면 나는 잘 몰라도 6개월쯤 만에 보는 사람들은 얼굴맑아졌다고 100명 중 한명 말함 3개월쯤 보면 모름ㅋㅋ쟁여놓고 씀근데 요샌 건조해서 레티놀을 집중 쓰느라,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
상큼한 향기가 좋아서 바를 때마다 기분이 좋습니다 2주 사용 후 효과 기대해봅니다,복합성에 좋아요,진정에 좋아요,자극없이 순해요
드라마틱하지는 않지만 꾸준히 쓰면 한 6달만에 만난 사람들이 얼굴환해졌다 얘기함 3달만에 만나는 사람들은 모름ㅋㅋ,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
아직사용전인데 피부환해졌으면좋겠어요ㅎ써보고다시ㅎ,건성에 좋아요,보습에 좋아요,자극없이 순해요
다들 괜찮다고 해서 샀는데 괜찮더라고요 비타민씨가 흡수되는느낌이랄까 엄마랑 쓰는데 엄마도 좋다네요 정착할것같아요,복합성에 좋아요,주름/미백에 좋아요,보통이에요
써보진 않았지만 잡티제거에 좋대서 구매해요 한달리뷰 나증에 쓰러 올게영,복합성에 좋아요,진정에 좋아요,보통이에요
넉넉한 용량에 귀여운 파우치까지 있어서 안살 수가 없었어요ㅎㅎ 촉촉하고 산뜻해서 재구매했는데 좋아요,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
일년 넘게 재구매중ㅇㅂ니다 세일할때 쟁여놧어요ㅎㅎ,건성에 좋아요,보습에 좋아요,자극없이 순해요
잡티때문에 구매해봤어요 자극적이지않고순해서좋아요 바로면 금방흡수됩니다 건강해지는느낌이에요,건성에 좋아요,보습에 좋아요,자극없이 순해요
자주쓰고 있어요 건조합도 덜하고 아주 좋은 제품같아요 자주구매할듯,복합성에 좋아요,진정에 좋아요,보통이에요
수분감 낭낭한 세럼이라 건성피부가 쓰기도 좋은 미백세럼이에요 쓰고안쓰고가 은근히 차이나서 목에도 잘 발라주면 좋아요,건성에 좋아요,진정에 좋아요,보통이에요
비타민이 잘 맞는 피부라서 넘 잘 썼어요 비타민 세럼 자극도 안 느껴지는 편이었고 꾸준히 쓰니 효과도 있었어요 환절기나 겨울철에 쓰기에는 건조해서 크림 필수예요,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
귀여원서 좋고 파우치도 줘서 대박임 매일매일 바르는데도 양이 안줄어요 양 많아요,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
흔적관리하고 싶은날에는 구달로 해주는 편 준 파우치가 귀여워서 좋앙ㅅ,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
두개 샀는데 두개나 우사기 나온건 아쉽지만 ㅠ 쟁여둘 정도로 부모님이 좋아하세요,건성에 좋아요,보습에 좋아요,자극없이 순해요
우사기 파우치도 받아서 좋고 병에 그림 있는것도 귀여워,건성에 좋아요,주름/미백에 좋아요,자극없이 순해요
하치와레 나와서 넘 행복해용 넘 귀여웅냐 굿 효과는 미미하고 피부가 더 안 좋아지는 거 같아 몸에 바르고 있어용,지성에 좋아요,주름/미백에 좋아요,자극이 느껴져요
구달 청귤세럼 자극적이지않고 메이크업 할때도 피부에 먼저 바르고 쿠션 두드리면 확실히 화장 촉촉하게 잘 먹어요ㅎㅎ 기미가 좋아져서 구달 청귤크림도 사용하고 있습니다ㅎㅎ,복합성에 좋아요,진정에 좋아요,자극없이 순해요
바르니까 촉촉해요 끈적이지 않아요 향이 좋아요 리필용으로 나와서 환경도 챙기고 있는 걸 다 쓰고 쓸 수 있어요 좋아요 피부가 부드러워져서 꾸준히 사용하고 싶어요 자극도 없어요 차갑게 사용하면 알로에처럼 진정에도 좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
지성피부인데 가을이 되니 날씨가 건조해져서 보습 겸 미백 용으로 나이아신아마이드 에센스 구매했어요 여드름자국에는 나이아신아마이드가 좋다고 하던데 제품도 많지만 제품이 크게 할인하고 있어서 구매했습니다 평소 사용하던 로션 전에 제품 발라줬어요 흔적 케어 효과는 반신반의했는데 여드름자국이 빠르게 옅어지는 효과를 체감했어요 2주 만에 없어진다 평소보다 빠르게 옅어진다입니다 지금은 한 통 다 비우고 리필 채운 상태예요 리필도 본품이랑 용량이 똑같아서 긴가민가했는데 캡을 닫을 수 있어서 남기고 채웠습니다 유리병인데 리필만 따로 판매해줬으면 좋겠어요 파우치에 뭐가 묻어서 와서 아쉬웠습니다살짝 세척하니까 지워지긴 했지만 아쉬웠어요 아무튼 리필 별도판매면 재구매 의사 있는 제품입니다,지성에 좋아요,주름/미백에 좋아요,보통이에요
먼작귀 좋아하면 꼬오옥 사세요 요즘 잡티와 미백에 고민이 많아 그에 맞는 기능을 찾고 있던 중 해당 제품을 보게 되었는데 먼작귀 콜라보가 남아있더라구용 구매하였습니다 잡타와 미백에 효과 좋습니다 흡수도 빨리 되나 수분감을 가지고 있더라구요 전에 바르고 일어나면 날 맑고 화사한 피부가 연출이 되어 좋았습니다 제가 비타민이 함류가 된 제품이 안 맞는지 뾰루지가 올라와서 지금은 사용 중단 하였습니다너무 슬픔,복합성에 좋아요,주름/미백에 좋아요,보통이에요
쟁여둔것도 여러개 있는데 쟁이네요 온가족이 쓰다보니 쟁여둬야 든든해요,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
