불용어 제거 리뷰,피부타입,피부고민,자극도
건성 민감성인데 제품 자체가 순하고 보습도 잘 되는 같아서 좋고 엄마가 거를 써보시고 더 주문하라 하셔서 사봤습니당 마무리감이 끈적이거나 하지 않아서 좋고 유분기도 많은 느낌이 아니라 좋습니당,건성에 좋아요,보습에 좋아요,보통이에요
건성의 건성 피부를 가진 1인으로써 만족합니다,복합성에 좋아요,진정에 좋아요,보통이에요
바르고 있으면 유분인지 수분인지 얼굴에 샥 올라와서 신기해요 오랜만에 잘 맞는 수분크림 찾아서 좋네용 복합성 수부지 무거운 제품은 못바르고 하루에 요고 여러번 발라주고 있어요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
이거쓰면 여드름 올라오나요 볼에는 여드름이 안 나는데 크림 바꾸고 여드름이 올라오네요 민감성인 분들 참고하세요,건성에 좋아요,보습에 좋아요,자극이 느껴져요
2통 비우고 3통째 사용중입니다 무겁지 않고 흡수도 잘되어서 좋아요 피부 뒤집혔을때아토피여드름 토너나 세럼 안바르고 이것만 발랐어요 자극 없고 수분만 공급해줘서 계절 딱히 안타는거 같아요 건조하다 싶으면 덧바르거나 보습크림 추가하고 무겁다 싶으면 소량으로 발랐어용 건성일때도 잘발랐는데 지금은 복합성으로 피부가 바뀌었는데 잘쓰고 있어요 강추,복합성에 좋아요,진정에 좋아요,자극없이 순해요
에스네이처 수분크림 좋아요 스쿠알란성분때문에 구매했어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
한동안 에스네이처 광고하고 홍보할 안 사고이제 와서 사고 후회했어요 잘 맞을 줄 알았으면 얼른 살 걸,복합성에 좋아요,보습에 좋아요,자극없이 순해요
제피부에는 너무잘맞아요부드럽고 쓰기편하네요잘쓰고있어요,지성에 좋아요,보습에 좋아요,자극없이 순해요
아침 화장전에는 요즘 무조건 얘만 쓰는데 확실히 날 추워지니까 건조한 느낌은 있어요 화장 잘먹고 유수분 밸런스가 잘 조절되는거같아요,지성에 좋아요,보습에 좋아요,자극없이 순해요
정말정말 몇통째인지 모를정도로 마니사용하고잇고 많은 사람들에게 홍보하고잇어요 선물용으로도 강추 유수분 발란스를 맞춰서 겨울에도 각질이 안일어나고 환절기에도 아주좋고요 여름에도 기름지지않아서 대만족하는 사계절 아주좋은 크림이예요 세일할때 무조건 쟁여탬 되엇어요 어제도 칭구에게 알려서 구매하게 만들엇네요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
화잘먹템으로 워낙 유명하기도 하도 주변에서 추천을 하길래 구매 해봤어요,복합성에 좋아요,보습에 좋아요,보통이에요
정말정말 몇통째인지 모를정도로 마니사용하고잇고 많은 사람들에게 홍보하고잇어요 선물용으로도 강추 유수분 발란스를 맞춰서 겨울에도 각질이 안일어나고 환절기에도 아주좋고요 여름에도 기름지지않아서 대만족하는 사계절 아주좋은 크림이예요 세일할때 무조건 쟁여탬 되엇어요 어제도 칭구에게 알려서 구매하게 만들엇네요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
화잘먹템으로 워낙 유명하기도 하도 주변에서 추천을 하길래 구매 해봤어요,복합성에 좋아요,보습에 좋아요,보통이에요
수부지한테 좋아요 속건조도 잘 잡아둡니다 앰플이랑 쓰면 더 좋아용,복합성에 좋아요,보습에 좋아요,자극없이 순해요
수분가득입니다 처음에 짤때는 무거운가싶은 제형인데 바르면 얇게 밀착되며 촉촉하게 발리고 시원하게 해주는 같아요 수부지인데 겨울에 유용하게 쓰고있습니다 피부를 쫀쫀하게 해줘서 화장도 잘 먹구요 여름에 쓰기는 이후 화장이 밀리거나 할 수있어 사용에다소 무리가 있다고 생각이 되어 가을 겨울철 용으로 좋은 것같습니다 나중에 할인할 때마다 쟁겨놔야겠어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
처음에 친구가 크림 일주일 쓰고 피부 좋아졌다해서 써보라고 추천해서 써봤는데 괜찮은 같아 장바구니에만 담아두고 구매 안 했었는데 동생이 시킨 세럼에 샘플로 15 크림이 같이와서 사용해보니 피부 좋아져서 구매했어요 60짜리 더 주는거 사려다가 집에 크림도 많고 여행도 가서 샘플 필요해서 구성으로 구매했어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
이거 레전드 양도 많고 촉촉한데 쫀쫀하면서 최고에요 양도 많은데 가격도 11 이라서 혜자입니다 발랐는데 건조하다 느껴지면 여려번 덧발라주심 돼요 앞으로 크림은 이것만 쓰려구여,복합성에 좋아요,보습에 좋아요,자극없이 순해요
언니가 추천해줘서 구매해본 제품인데 끈적임이 적고 가벼워서좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
올영에서 1등하는 수분크림이라 해서 구매 했다가 재구매 있어요 성분도 자극적이거나 하지 않았고 촉촉하고 화장이 밀리지 않아요 건조하신분들에게는 약간은 건조 함이 있겠지만 듬뿍 바르면 돼요 저는 튜브 타입이라 마음에 들어요 휴대하고 짜서 쓰기 편하고 이튜브 뭐지 옆구리 터짐도 없어서 크림이 세거나 하지 않나요 튜브형 제형 재질 바꾸지 마세요,건성에 좋아요,보습에 좋아요,자극없이 순해요
,복합성에 좋아요,보습에 좋아요,자극없이 순해요
처음써보는건데 흡수율이 조았으면 지속력도 오래가면 좋겠습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
3개째 사용하고 있어요 넘촉촉하고 수분이 가득한게 느껴져요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
화잘먹 크림 전에도 구매해서 잘 쓰는데 기획 싸고 좋아서 더 쟁겼습니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
겨울용 수분크림으로 장만했어요 번들거리지 않으면서 촉촉한 효과를 기대하며 구입했는데 선택은 옳았습니다 기초 후 메이크업을 하다보면 건조해지거나 번들거려지거나 중 하나였는데 중간을 지켜줍니다 제형은 가볍지만 보습력은 결코 가볍지 않은 외유내강적절한 비유인지 모르겠으나ㅋ 크림,복합성에 좋아요,보습에 좋아요,자극없이 순해요
예전에 구매했었는데 가격이 저렴해서 재구매 했습니다 화장 전에 발라보려합니자,복합성에 좋아요,진정에 좋아요,보통이에요
여기꺼 세럼 잘 쓰고 있어서 항상 수분크림도 상위권이라 궁금해서 사봤는데 괜찮은 거 같아요,복합성에 좋아요,진정에 좋아요,보통이에요
그냥그냥 많이사서 나눠주고 추천하고 쓰고쓰는 아이템 찐 스쿠알란 든 제품,건성에 좋아요,보습에 좋아요,자극없이 순해요
꾸덕촉촉해서 조아여 물같지도 않고 크림질감입니다 지성인 분들은 안 쓰는게 나을지도,복합성에 좋아요,진정에 좋아요,보통이에요
여름엔 괜찮을듯한데 겨울엔 가볍네요 다른보습크림 발라야해요,지성에 좋아요,진정에 좋아요,자극없이 순해요
수분크림치고 보습감있게 발려요 발림성은 가볍고 화장도 잘 먹습니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
에스네이쳐 재구매입니다 지인부탁으로 산건대로 촉촉하고 만족하다 하네요 할인때 샀습니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
