불용어 제거 리뷰,피부타입,피부고민,자극도
피부가 건성 피부인데다가 울긋불긋한 기운이 있어 피부과 다니면서 피부톤 잡아보려고 노력하면서 개선 중인데요 마데카소사이드에 히알루론산 들어간 팩이라 붉은 기운 잡아준다고 해서 메디힐 제품으로 골랐습니다 제가 원하는 팩의 성능이었거든요 얼굴이 얼룩덜룩한 피부결 파운데이선으로 커버하면 안되냐는 사람들과는 다르게 이게 묘하게 커버가 안되고 인상이 안좋아보이는 같아 꽤 스트레였는데요 요즘은 피부과 다니면서 메디힐 팩으로 매일 관리하고 관심주니까 좋아져서 마음이 편하네요 팩 자체도 쫀쫀하고 피부에 착 붙어서 장시간 휴대폰하고 있어도 손질하지 않아도 되고 에센스가 뚝뜩 떨어질정도라 저는 사실 이틀에 걸쳐서 쓰는데도 새것처럼 에센스 쫙 나와요 피부열감을 떨어뜨리니까 붉은기도 잡아주는 듯 합니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
메디힐 마데카소사이드 에센셜 마스크팩 피부에 생기를 불어넣다 평소 민감하고 예민한 피부 고민이 많았는데 메디힐 마데카소사이드 에센셜 마스크팩을 사용하고 나서 피부가 완전히 달라졌어요 촉촉함이 남다른 에센스 에센스 양이 푸짐해서 시트 마스크를 붙이기 전에 얼굴 전체에 충분히 두드려 주고 있어요 마스크팩을 붙이고 있는 동안에도 촉촉함이 오래 유지되어서 피부 속까지 수분이 가득 채워지는 느낌이에요 건조했던 코 주변이나 입가 부분도 촉촉하게 진정되는 걸 느낄 수 있었어요 진정 효과는 덤 마데카소사이드 성분 덕분인지 붉어진 피부가 빠르게 진정되는 효과도 경험했어요 밤늦게까지 야근하거나 스트레스를 받아 피부가 예민해질 때마다 마스크팩을 사용하는데 날 아침에는 피부가 한결 편안해진 걸 느낄 수 있답니다 피부결 개선은 물론 꾸준히 사용하다 보니 피부결이 한층 매끈해지고 탄력이 생긴 같아요 요즘같이 환절기에는 피부가 건조하고 들뜨기 쉬운데 마스크팩 덕분에 피부가 촉촉하고 윤기 있게 유지되고 있어요 데일리 마스크팩으로 추천 저는 메디힐 마데카소사이드 에센셜 마스크팩 없이는 못 살 같아요 가격도 부담스럽지 않고 피부 타입에도 잘 맞는 제품이라 데일리 마스크팩으로 강력 추천합니다 총평 장점 촉촉함 진정 효과 피부결 개선 가성비 단점 특별한 단점을 찾기 어려움 메디힐 마데카소사이드 에센셜 마스크팩은 지친 피부에 생기를 불어넣어주는 진정한 영양제 같은 존재에요 피부 고민이 있으신 분들에게 강력 추천합니다,지성에 좋아요,주름/미백에 좋아요,자극없이 순해요
메디힐 시트팩은 고급진 팩에서 느껴지는 시트의 부들부들 고무같은 재질이 들어가서 얼굴에 촥 붙는 기분이 꽤 좋습니다 얼굴에 붙이고 있으면 두꺼운 시트를 붙이고 있어서 갑갑한 느낌 나는게 아니라 시원하고 체온을 낮춰주는 듯한 산뜻한 기분도 들고요 화한 향기 때문인지는 잘 모르겠지만 이번에 역대급 더운 여름에 메디힐 시트팩으로 더위날때 잘 썼어요 하루 끝나고 냉장고에 넣어두고 얼굴에 착 붙이면 무릉도원이 따로 없거든요 다들 구매를 고민 중이신 분이 있다면 에어컨 밑에서 시원한 팩으로 조지는 기분을 다들 느껴보셨으면 좋겠네요 날씨가 꽤 더워서 선선한 바람에 시트 붙이고 누워서 하루를 마무리 하는 것이 진정한 행복이에요 나이가 들었는지 눈밑에 주름이 자글자글 피부에 뭐 이곳저곳 트러블이 많은지 돈 깨질 걱정하고 있는데 시트팩으로 진정시켜서 무마해보려구요,건성에 좋아요,보습에 좋아요,자극없이 순해요
메디힐 마스크팩 벌써 번째 사용하고 있습니다 메디힐 사용하기 전에는 누가 준거 어쩌다 한 번 산 거 1000원짜리에 한 장인거 거 돌아가면서 사용했는데 메디힐꺼 사용하고 피부가 달라지는 걸 느끼면서 선택하지 않게 되었습니다 저는 피부가 예민하고 얇아서 조금만 피곤하거나 잠을 잘 못자면 푸석거림이 올라오는 피부입니다 또래에 비해 나이가 들어보이는데 메디힐 마스크팩 사용한 이후부터 피곤해 보인다라는 이야기를 안 듣네요 진작 쓸껄 자극이 없는 성분이다 보니 사용하고 있는 동안에 따갑거나 당기지 않고 아주 촉촉하고 탄력이 생깁니다 그러다 보니 날 화장도 잘 받고 푸석하지도 않아서 얼굴에 생기가 도는 모습이 보여서 매일 안 할 수가 없어요 겨울이라 피부가 더 건조해지기 미리미리 쟁여놔야겠어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
구매이유 평소에 피부가 예민한 편이라서 트러블이 종종나더라도 금방 진정됐는데 이제는 나이를 속일 수 없어서 트러블이 나도 진정되는데 시간이 더 걸리는 같더라구요 더 늦기전에 지금부터라도 관리를 시작해보려고 구매했어요 엄청난 에센스양 마스크팩을 붙일때도 에센스가 흠뻑 묻어있어서 피부에 밀착이잘되는데 꺼낸 비닐속을 보면 에센스양이 엄청나게 있었어요 남은 에센스는 잘 모아서 팔이랑 목까지 바르고 다리에도 발라줬는데 촉촉하고 보습이 되는게 마스크팩하나로 다양한 부위까지 챙길 수 있는 에센스 양 트러블과 진정 효과 메디힐 마스크팩에 들어있는데 마데카소사이드 성분때문임지 트러블난게 금방 진정되더라구요 효과가 직빵이에요 요며칠 회사 업무때문에 3일 야외 외근 업무를 하는데 아직도 햇빛이 뜨거워서 매일 얼굴이 타서 홍조가 생겼는데 마스크팩하니깐 홍조도 사라지고 진정되는게 좋았어요 촉촉한 보습효과 에센스양이 많아서 그런지 마스크팩을 하고나면 꽤 보습효과가 지속되는 같아요 평소에 세안하고나면 얼굴도 땡기고 스킨로션을 바르지 않으면 얼굴이 건조한 느낌이 들었는데 마스크팩하고 나니깐 전보다 촉촉함이 유지되는게 느껴져서 데일리 팩으로 딱인 같아요 피부결 정돈 데일리팩으로 매일 사용하려고 노력은 하고있지만 가끔 깜빡하기도 하는데 꾸준히 사용하니깐 피부결도 정돈되고 부드러워진 느낌이 들고 볼이 쫀쫀한게 탄력이 생긴 같아요 남녀 구분 추천 마스크팩 보습효과와 성분으로 민감성피부에도 좋고 건조한 피부에도 좋아서 남녀 구분없이 사용하기 좋을 같아요 향이 자극적이거나 그런게 아니라 매일매일 사용하기 좋아서 남녀구분없이 데일리팩으로 추천드려요 총평 장점 피부 진정효과 촉촉한 보습효과 피부결정돈,복합성에 좋아요,진정에 좋아요,자극없이 순해요
메디힐 티트리 마스크팩 이거 내 인생 마스크팩 개죠아 진정효과5 원인 불명 접촉성피부염으로 고생할 뻔했는데 이거 쓰고 일주일도 안되서 회복됨 의사쌤도 빨리 회복되는 거 신기했음 전에도 접촉성피부염으로 2달 간 적 있는데 개꿀 혁명템이다 수분45 에센스 짱 들어있고 보습감도 좋음 수분팩으론 좋은게 더 많기 때문에 가성비5 올리브데이 장당 950원에 구입 싸구려도 아닌데 효과도 짱이고 세일도 자주해서 쟁여둘 이만한 거 없다 루틴 첫 날은 세수하고 닥터ㅈ 수딩크림만 바름 날보다 마스크팩 격일로 해주고 아침저녁으로 티트리 트러블 패드 붙여놈 피부 열감 낮추고 물 마시기 아래 사진 보시면 비포 에프터 조명 피부색은 다르게 나왔지만 붉은기랑 동그랗게 올라온 트러블 차이점은 보시기에 문제 없으실 듯 하고 비포사진이 흐린이유는 선명하게 담기 심해서 강추드려요 티트리 맞는 사람만 쓰기 티트리 마데머시기 그거 안 맞거나 향 싫으시면 메디힐 워터마이드 마스크팩 강추드림 다 쟁여놈 주 34번 권장 도움이 되었다면 씩만 부탁드려요 비포 에프터 성분등,복합성에 좋아요,진정에 좋아요,자극없이 순해요
유투브보다 팩 사용 방법 충격 그동안 사용했던 팩은 잘못된 방법 팩 사용하기 전에 성분 좋은 세럼이나 에센스를 바르고 팩 붙이고 유지 15분 물로 가볍게 세안 후 수분 크림을 바르는거까지 그래야 필요한 성분이 피부에 충분히 스며든다고 합니다 한종류의 팩을 한달 사용 후 성분의 팩으로 변경해야지 이것저것 쓰는 것도 큰 도움이 안된다고 합니다 주12회정도가 적당 1일1팩은 독이 될 수 있다고 합니다 저도 일주일 사용해봤는데 도움이 되었습니다 메디힐 팩 좋은 줄은 알고 토리든이랑 세일할때 쟁겨두었습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
제 리뷰가 도움이 되셨다면 좋아요 한번씩 부탁드립니다 메디힐 티트리 마스크 한달 사용 후기입니다 최애마스팩인 메디힐 중에서도 티트리 마스크팩이 단연 최애인데요 불과 얼마전까지 좋다고 찬양하는 리뷰 작성했는데 충격적인 사실을 알게되어서요 메디힐 미쳤나요 ㅋㅋ 얼마전 메디힐 제품으로 보이는 팩이 공장에서 맨 손으로 포장되고있는 틱톡 영상을 보게 되었어요 짝퉁이다 뭐다 말이 많았는데 메디힐 본사에 직접 문의 한 결과 메디힐 제품이 맞다는 답변을 받았습니다 수출용 제품이고 하청업체로 확인 되었다고는 하청업체 관리도 본사 몫아닌가요 어디에도 사과문은 없네요 뭐 어떻게든 넘어가면 된다는건가 ㅋ 최애 마스크팩 메디힐이였는데 영상을 본 더이상 구매하지못할것같습니다 너무너무 실망이에요 대처 실망이네요 저는 대체템 찾으러 갑니다 모르셨던분들도 꼭 아셨으면 해요,복합성에 좋아요,진정에 좋아요,보통이에요
티트리 추출물이 피부진정을 시켜주고 유수분 밸런스를 맞춰주니 좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
메디힐 팩 종류별로 즐기면서 마데카소사이드랑 티트리는 항상 쟁여서 구매하며 23년 써왔는데 마데카소사이드 팩을 간만에 뜯어서 붙였는데 팩에 웬 잔머리 하나가 붙어있더라구요 아 내 머리카락인가 했더니 굵기가 다르고 머리카락 색도 달라영 찝찝해서 버릴까 했는데 요즘 땅파서 천원 줍기도 힘든 시대다 생각하고 걍 붙이고 있긴한데요 기분이 리뷰 한줄 적습니다,복합성에 좋아요,진정에 좋아요,보통이에요
항상 메디힐 마스크팩 믿고 사용하던 1인 이번에 리뉴얼 되었다는 따끈한 소식에 바로 달려가서 사왔습니다 따끈한 리뉴얼 된 신상이다보니 패키지 마음에 듭니다 알양 모양은 원래부터 그랬지만 뭔가 더 신선한 마스크팩 느낌쓰 입니다 다양한 마스크팩 종류에 놀라고 가격에 한 번 더 놀라고 메디힐 마스크 팩중에서는 원래도 티트리를 좋아했는데 이유는 진정에 탁월하기 때문 더 나아가 보습에도 탁월 하다는 게 큰 장점이 같아요 저는 민감한 피부일 추운 날씨일때ㅜㅜ 꼭 민감해지더라구요 이럴 필요한 유수분 밸런스 이거 없어서는 안될 아이입니다 꼭 사용해보셔요 유수분 밸런스에 기가 막히는 효과를 볼 수 있을거에요 티트리가 피부 진정에 좋다는 걸 다시금 알게되는 기회 꼭 느껴보세요 ㅠ 찐 인생템 이글읽으신모든분들 2022년 다들 행복한 일만 있길 바라요,건성에 좋아요,보습에 좋아요,자극없이 순해요
3가지 티트리 액티브 성분이 함유되어 있어서 피부진정에 좋네요,건성에 좋아요,보습에 좋아요,자극없이 순해요
센텔라 콤플렉스 티카 콤플렉스 피토알렌신 성분 함유로 민감한 피부 케어해주는 마스크팩이예요,복합성에 좋아요,진정에 좋아요,보통이에요
호밀피토플라센타 콩피토플라센타 완두콩피토플라센타 곡식에서 나온 추출물로 피부 영양을 준다네요,복합성에 좋아요,진정에 좋아요,보통이에요
티트리 솔루션이라 피부 밸런스 진정시켜주는데도 좋고 주름개선에도 좋네요,건성에 좋아요,보습에 좋아요,자극없이 순해요
해양심층수 아쿠아씰 글리세릴글루코사이드 함유로 트리플 수분 마스크팩이래요,복합성에 좋아요,진정에 좋아요,보통이에요
비타민 비타민 비타민 함유로 생기 잃은 피부톤을 환하게 밝혀주는 마스크팩,복합성에 좋아요,진정에 좋아요,보통이에요
내 외부 자극으로 민감해진 피부진정과 유수분 밸런스 개선에 도움을 준다네요,복합성에 좋아요,진정에 좋아요,보통이에요
사용해보면 1위 마스크팩인지 알 수 있습니다 합리적인 가격에 효과는 만땅 에센스도 낭낭하고 시트도 부드럽습니다,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
개인적으로 티트리 향 별로 안 좋아해서 팩 뜯기 전에 망설였는데 생각보다 향이 강하지 않아서 다행이에요 팩 붙이고 나서 딴짓하다가 한 가까이 붙이고 있었는데 마르지도 않고 시트가 얇아서 순간 붙인 걸 까먹었어요 촉촉해요 시트 향두께에센스 양 제가 향에 예민한데 은은하게 티트리 향이 나서 불편함은 없었어요 두께는 얇고 에센스는 머금고 있는데팩 꺼낼 에센스가 흐르지 않아서 좋았어요 밀착력보습력흡수력 얼굴에 착 붙고 팩 크기도 얼굴형에 붙고 한 붙였다 떼서 그런가 에센스가 피부 속까지 스며들었는지 촉촉해요 끈적임 흡수도 금방 돼서 크림으로 마무리해줬어요 총평 제가 리뉴얼된 제품 1장씩 구매했는데 지금까지 1일 1팩하고 있는데 마스크팩하면 메디힐이라는 지 알 거 같아요 얼굴이 환해졌더라고요첨부된 사진에 필터 없습니다제품 리뉴얼하면서 신경쓴 것도 느껴지고 환경까지 생각한 점이 더 좋더라고요 팩에 점선이 있는데 점선에 맞춰 접어주고 뜯으니 깔끔하게 뜯기더라고요 사용해 볼 팩이 많아 행복해요 다 사용해보고 저에게 맞는 제품 찾으려고요,복합성에 좋아요,진정에 좋아요,자극없이 순해요
1일 1팩러에게 쟁여놓고 쓰기 좋은 마스크팩 나이들면서 피부 탄력이랑 안색이 구려졌는데 촉촉하고 탄탄해질 수 있다는 기대감이 생깁니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
티트리 에센셜 마스크팩이라 그런지 보습감도 좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
티트리 에센셜 마스크팩이라 피부 진정되고 아주 좋아요,건성에 좋아요,보습에 좋아요,자극없이 순해요
메디힐 팩은 항상 쟁여놓고 쓰는 제품이에요 진정팩은 티트리만 쓰다가 저번부터 마데카소사이드로 바꿨는데 효과가 좋았어여 패드도 마데카소사이드로 사용해서 그런지 진정효과가 대단하더라구용 티트리만 사용하셨던 분들은 요걸로 바꿔보셔도 좋을 갘아요 최근에 마트에서 공구로 메디힐팩 저렴하게 팔길래 라인도 쟁여놨습니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
1등 마스크팩인 이유가 있다 왈 우선 가격 올리브데이에는 너무나 싸게 950원에 살 수 있고 보통 세일은 1000원에 살 수 있는 가성비 제품이다 내가 주로 사는 마스크팩 초록색은 여드름 뾰루지가 났을 파란색은 화잘먹이 필요한 날에 피부가 건조할 노란색은 기미 주근깨를 지우거나 톤업을 싶을 핑크색은 모공 축소 피부 탄력을 개선하고 싶을 화장하는 코기의 끄적임 30분을 넘기면 마스크팩이 건조해지면서 피부에 있는 영양을 흡수하니 조심해야 한다 왈 부끄럽지만 사진처럼 마스크팩을 붙여주고 들뜨는 콧등 중간에 가위로 싹둑 해주면 마스크팩이 코에도 착붙한다 그때그때 필요한 용도에 레인보우 색깔별로 사용하는 것을 추천한다 레인보우 레드와 보라색만 나오면 딱이겠네 왈,복합성에 좋아요,보습에 좋아요,자극없이 순해요
여름엔 무조건 필수템 냉장고에 넣어뒀다가 사용하면 짱 시원해요 티트리는 말해뭐해요 가격도 저렴하고 피부 진정 필요할때 아무때나 사용해도 굳굳,건성에 좋아요,보습에 좋아요,자극없이 순해요
배송비맞추려고 샀는데 인기가 많은 이유 알겠네요 가성비 마스크팩으로 좋습니당,건성에 좋아요,보습에 좋아요,자극없이 순해요
팩하면 메디힐 운동하거나 피부가 뒤집어질때 꼭 한장씩 쓰고있어요 얼굴에 착착 달라붙고 에센스도 가득 들어가서 안쓸래 안쓸 수 없는 제품이에요 저는 1일 1팩하다가 현재 피부가 좋아져서 23일에 1팩씩해주고 있습니다 사용 후 끈적임도 없도 피부가 가라앉은게 눈에 보여요ㅠㅠ재구매에 이어 재재재구매해야하는 메디힐팩 집에 없으면 불안해서 다 떨어지기 전에 10개씩 사놓습니다 그만큼 좋은 제품이니 아직도 안써보신분 계신다면 무조건 사세요,복합성에 좋아요,진정에 좋아요,자극없이 순해요
올리브영 구경 갓다가 가볍에 사용할만한 마스크팩 메힐꺼 구매햇어요 항상 쓰던제품입니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
가볍게 팩 해주기 좋아요 무거운제형이 아니라 냉장고에 넣어두었다 수분 주기 좋은거같아서 구매해요,건성에 좋아요,보습에 좋아요,자극없이 순해요
칙칙한 피부엔 비타민팩이죠 가끔 해주는데 향도 좋고 맘에 들어요,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
