불용어 제거 리뷰,키워드,제품명,피부타입,기능
겨울 지나 봄이 오니 수분 크림 줄어드는 속도가 빨라요ㅎㅎ 구매하는 김에 기존에 쓰던 크림이랑 닥터지 제품이랑 구매했습니다 믿고 쓰는 닥터지니까용 에서 유명하다는 블랙 스네엘 크림도 잘 썼고 아이크림도 잘 바르고 있습니당 제품도 가볍게 바르기 좋을 같고 건조한 날에는 두 번씩 레이어드 해서 바르기도 적당할 같아요 건성 피부임에도 무겁고 끈적이는 제품은 싫어하는 편인데 제품은 그렇지도 않아서 취향 저격텝입니당 수분 크림 정착템 찾고 계신다면 추천할게용 들어 있는 스티커도 귀엽습니다ㅎㅎ,"겨울, 지나",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
닥터지 클리어 수딩크림 민감성홍조잦은 트러블 피부인 사람입니다 공병 4통이상 템이예요 진정4 홍조나 붉게 올라온 자잘한 트러블은 이거 바르구 나면 금방 진정돼요 큰 트러블절정에 트러블은 짜고 바르고나면 진정속도 5 급 수분3 복합성인 저한테도 가벼워요 금방 수분 날라가고 속보습 뛰어난 같진 않아요 수분크림용으로 쓰려면 비추 건성피부 제형4 끈적임 뺀 젤 느낌 바르면 투명해지고 가벼워요 민감높을수록 순함45 찐민감성피부병원 중 피부과에 자주 감 이거 쓰고 울긋불긋 열이 난다던가 트러블 1도 없었어요 메이크업하기 전 피부 열감 많을 때 순한 진정 원한다면 강추드려요 튜브 여행용으로 딱좋아요 맨날 저거 어케 들고 그랬는데,"닥터지, 클리어",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
좋아요 재구매 하는중입니다 추천드립니다 예민한 피부에도 잘맞는 제품,"좋아요, 재구매",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
꼭 하나만 대충 막 바를게 필요하다면 무난하게 크림 추천 제품은 이미 너무너무 유명하더락고요 남자피부 여자피부 할것 자극받은 피부나 트러블성 피부에 효과를 본다고 들었어요 저는 제가 사용할 용도는 아니었고 남자인 성별에게 선물용으로 구매했는데요 아주 잘 사용중이라고 들었습니다 요즘 같은 날씨에는 차게해서 샤워후에 샥 발라주면 시원해서 좋다고 피부 열감을 내리는데 탁월하달까요 남자분들 같은 경우에는 막 제품이 많아도 손이 자주 가는애들로만 사용하더라고요ㅠ 이것저것 기능성이다 뭐다 뭐에 좋다해도 무난하고 바르기 쉬운 끈적거리지 않는걸 중점으로 두는듯 해욮 니즈에 맞는 크림이 제품 아닐까싶어요 청소년기 예민한 피부인 분들이나 남자친구에게 사줄분들은 크림 괜찮을것 같아요,"하나만, 대충",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
자극없이 무난하게 사용하기 좋은 수부지 수분크림 보습감 요즘같은 환절기에 수부지가 바르기 좋은 크림이에요 번들거리지 않으면서 건조함도 찰떡입니당ㅋㅋㅋㅋ 보송하면서도 촉촉해서 부담없이 쓰기 좋아요 피부진정 피부를 진정시키는 기능은 사실 잘 모르겠어요ㅠㅠ 딱히 피부결이나 트러블이 개선되진 않지만 뭐가 더 난다거나 하는 반응은 없어요 무난한 타입이라고 보시면 될 같아요 메이크업 전 사용 언제든지 발라도 무난한 크림이지만 메이크업 전에는 비추해요ㅜㅠ 크림 바르고 메이크업하니 때처럼 밀리더라구요ㅠㅠㅠ 제품 그대로 쓰는데 밀리는걸보니 크림 때문이 맞는듯해요 듬뿍발라도 유분감이 넘치거나 하는 타입 아니여서 편하게 막 바르긴 좋은데 화장전엔 아닌듯해요ㅠ,"자극없이, 무난하게",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
이즘되면 닥터지 수분크림이 기획상품으로 행사하더라고요 지금도 닥터지 쓰고있는데 잘됐다 싶어서 구매했어요 기획상품은 무려 정량이 더 들어가 있더라고요 좋았어요 사실 더 구매할 생각인데 추가로 수분크림이 더 들어가 있으니까 좋은거 같아요 패키지 위에 색있는 종이가 읽어보니 미네랄종이라고 돌로 만들어진 종이라고 하던데 생각보다 부드럽고 괜찮더라고요 아 패키지가 시계만들기 키트여서 조립 열심히 했는데 모터라고 해야하나 그부분이 불량인지 분침시침이 안돌아가져서 슬펐어요ㅠ,"이즘되면, 닥터지",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
패키지 귀엽네요 책상에 놓으니까 귀여워요 평소에 수분크림 닥터지만 쓰는데 이번엔 튜브타입이랑 같이줘서 휴대용으로도 잘 이용할 수 있을 같아요 굿굿,"패키지, 귀엽네요",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
구지 제가 설명안해도 너무너무 유명해서 다들 아시지요 지성피부 특화된 크림이라고 생각하시면 될거같아요 피부가 민감하시거나 가벼운 라이트한 크림을 찾으시는분 여름에 바를 크림이 필요하신분 제형이 보면 되게 젤리같은 제형이고 바르는순간 부드럽게 발라고 촉촉하고 흡수도 빠른편이에요 저는 한창 트러블이 확 나서 피부가 뒤집어졌을때 몇주정도 이걸 발랐었는데 서서하게 진정이 되어서 그후부터 피부에 트러블만 나면 이걸 사용해주고 있어요 대신 건성이신분들에겐 가벼운 제형이라서 더 보습이 쎈 크림을 섞어바르거나 아침에 화장하기 전에 발라주시면 될거같아요 저는 이거 화장전에 바르면 좋아요ㅠㅠ 밀림도 없고 들뜸도 없고 피부화장이 잘먹어서 저는 아침에는 크림을 사용해주고 있습니다,"구지, 제가",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
블레미쉬 닥터지 수분크림은 국민 수분크림 써보고는 꾸준히 사용하는 제품입니다 아이들도 온 가족 써도 민감해도 괜찮아요 수분을 충분히 먹여주면 진정과 수분이 잡히구요 국민 수분크림이라고 느껴질만큼 닥터지 수분크림은 사용 후 재구매가 자연스레 이어지는 제품일 같아요 저도 그랬거든요 가격대비 효능이 좋아요 올영에서 오특이나 행사할때는 꼭 쟁이는 품목 중 하나구요 역시나 행사에도 통크게 세일해주셔서 사용 중인데 아이들도 넉넉히 쓰라고 화장실 수납장에 넣어두고 쓴답니다 가볍게 발리는데 촉촉함은 오래가고 진정도 잘 되구요 시원하게 바르고 싶을때가 있는데 써보니 제품 촉촉함에 굳이 더 차가울 필요는 없겠더라구요 얇게 두어번 두드려 발라주니는게 흡수력이 좋았어요 아이가 초등학생 이상이라면 써도 무방할 같아요,"블레미쉬, 닥터지",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
예전에 피엑스 물품으로 한창 애용하던 제품인데 이번에 용량도 넉넉하고 패키지 상품으로 나와서 재구매했어요 피엑스에서 나온 제품이랑 비슷하지만 성분이 다르다고 하더라구요 사용감은 끈적임이나 자극없이 촉촉해서 민감성 피부에 딱이예요 건성분들도 좋아하실만한 보습감이고 지성분들도 젤제형이라 기름기가 적어서 만족하실 같아요 실제로 건성인 저도 지성인 동생도 사용하면서 만족하는 중입니다 저는 제품을 자극없이 수분감만 주고싶은 날이나 더워서 피부에 무거운 기초를 하고싶지 않을 토너 후에 단독으로 사용해주고 있어요 겨울부터 여름까지 꾸준히 사용가능하고 여드름성 포함 피부타입에 잘 맞는 수분크림이라 진정이나 순한 크림을 찾으시는 분들께 추천드립니다,"예전에, 피엑스",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
첫구매 후기 입니다 이번에 올영세일으로 로션크림 갈아탈때가 된것같아 제품을 구매해 보았습니다 먼저 제형은 수분크림입니다 몰캉몰캉한 가벼운 제형입니다 수분크림인지라 흡수가 잘돼요 바르고 톡톡 두드리면 벌써 다 먹은느낌입니다 이런제품은 단점이 건조함을 느낄수 있다는 겁니다 저는 이거 바르고 크림하나를 추가적으로 발라줍니다 수분감은수분크림인지라 수분감만 느껴집니다 저는 아토피여드름피부라 피부가 굉장히 민감한데요 요즘 계절이 바뀌는 지라 아토피가 심해져서 순한것을 찾다가 이제품을 써보기로 한건데 웬걸 아토피피부에는 이제품비추입니다 따가워요 얼굴부분에 아토피가 있으신분들은 이제품이 상당히 따갑다고 느껴질 정도입니다 손으로 부채질할정도로 저는 따가웠어요 포장되어서 온 시계 그건 심플하고 좋더라구요 저는 남동생쓰라고 줘버렸어요 아토피 피부신 분들은 꼼꼼히 살펴보고 구매하셨으면 좋겠습니다,"첫구매, 후기",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
닥터지가 11이라니 몇번을 봤네요ㅎㅎ 좋아서 구입했어요 늘 다 사용하기전에 쌀때 23개 쟁여놓고 있어요 이번에는 싼건 아니었지만 같은가격에 70가 2개라 질렀네요 닥터지는 순해서좋아요 속수분부족형 겉지성에 민감성피부라 유분기있는거는 쓰면 좁쌀여드름이 올라오는데 얘는 이미 피부가 익숙해진건지 촉촉함만 남아있어요 흡수도 잘되구요 아쉬운건 가격대비 헤프다는거 생각보다 발라야되더라구요 속건성이라 조금발라서는 땡김이 남아 덧바른적도 있어요 일주일에 한번씩 닥터지 필링제품 사용하는데 아무래도 민감해진 피부에 수분으로 부드럽게 채워주니 시원하고 안정도되고 좋은거 같아요,"닥터지가, 11이라니",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
친구 남동생 통해서 꺼 사서 써보았다가 뒤로 정착 바르고나서 특별히 트러블이 나거나 하지않고 무난하고 순하고 촉촉한 느낌입니당 촉촉하지만 금방 흡수되어 끈적임 같은게 없어서 좋아요 벌써 한 네통은 쓴거 같습니당ㅎㅎ 나의 기본템 70 11인데 하나는 통타입 하나는 튜브타입이라 좋아요 튜브타입은 가지고 다닐수도 있을 같아요ㅎㅎ 닥터지 수분크림 애용하는데 자주 할인해주시면 좋겠어용 시계 키트 있는지 몰랐는데 조립하니 나름 귀엽네요 친환경적인 느낌이 나네용ㅋㅋ 스티커 가지고 꾸미면서 잠깐이나마 소소한 즐거움을 느꼈습니다ㅎㅎ,"친구, 남동생",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
매일 쓰고있는 제품이에요 넘넘 만족해용 제가 갑작스러운 지루성 피부염으로 스트레스 잔뜩 받고 병원 치료할때 마침 병원이 닥터지를 홍보하고 있었고 닥터지 제품을 만든 병원이라고 하더라구요 이왕에 피부 망가진거 제품 속았다 치고 구매해서 사용해보자 클렌징폼부터 수분크림을 다 닥터지로 바꿔서 사용 했었는데 피부에 잘 맞았는지 진정 금방됐구 피부도 돌아왔어요 넘 좋아용 이번에 패키지를 바꾸셨더라구요 쓰레기를 시계로 사용하게 한 패키지 아이디어에서 나온건가요 최곱니다 건전지도 넣어주시다뇨 닥터지 안좋아할수가 없어요 칭찬합니다 최고,"매일, 쓰고있는",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
좋아요 몇번째 재구매인지 모르겠습니다 아침에 스킨크림베이스 메이크업으로 사용하면 각질도 안올라오고 촉촉허니 화장 잘먹어서 좋구요 저녁에 스킨크림호호바오일로 사용하면 보습에도 좋아서 다음날 화장도 잘먹숩니다 가끔씩 닦토알로에겔크림으로 바르면 진정도되고 보습도돼서 진정팩으로도 사용합니다 피부가 예민한 여드름피부인데 크림만은 닥토지로 사용합니다 다른거 사용햐봤는데 결국에는 닥터짏 돌아오더라구요 여름 겨울 지성피부가 쓰기에 부담없이 좋구요 다양한 용도로 사용할 수 있어 좋습니다 닥터지 행사도 할인도 많이했으면 좋겠습니다,"좋아요, 몇번째",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
유튜버분 구매했는데 꽤 자극적이어서 놀랐어요 처음엔 살짝 따갑긴 했는데 촉촉하고 흡수도 좋았어용 민감한 편이라 제품 바꾸면 하루정도는 따갑기도 해서 며칠 더 사용했는데 며칠째 부분부분 붉은끼올라오고 간지럽네요 기대 했는데 속상 후기 보니까 같은 분들 많네요 민감성은 비추입니다 더 고민해보세요,"유튜버분, 구매했는데",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
자극 순한 느낌을 크림이에요 보습감이 많지는 않아서 건성 피부는 안 돼요,"자극, 순한",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
여름철 필수템은 닥터지 수딩크림인것같아요 속건조 심하신분들은 앰플을 쫀쫀하게 올리신 사용하는걸 추천드립니다 더위나 여드름으로 빨개진 얼굴 진정엔 닥터지가 최고,"여름철, 필수템은",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
닥터지 수딩크림이랑 모이스처크림 두종류를 구매했어요 겨울이라 사용해보고 맞는 걸로 골라쓸 생각 이었는데 아침 저녁으로 나눠서 두종류의 샘플먼저 사용해봤다가 얼굴에 트러블이 올라오는 바람에 중단해야했어요 둘중에 무엇이 문제인지 알수 없어서 둘다 중단하고 몇일 쉬었다가 수딩크림만 먼저 사용해보는 중이에요 진정강한 수분크림이라길래 트러블은 생각도 못했어서 당황스러웠지만 이것만 사용했을시에는 괜찮은거 같네요 건성피부가 쓰기엔 보습력은 약하지만 앰플 먼저 바르고 듬뿍 바르고 흡수시키고 나면 나름 촉촉하고 괜찮은편이에요,"닥터지, 수딩크림이랑",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
1개월 써보고 올리는 솔직한 후기입니다 피부타입 피지 폭발 여드름 있는 수분 부족한 지성입니다 가격에 사은품까지 주는 닥터자르트는 천사 아닌가요 ㅠㅠㅠㅠㅠ 장정 안에 내장된 스푼이 있어서 찝찝하지않고 위생적이게 사용할 수 있어서 좋았던 거 같아요무향이여서 향에 민감하신 분들도 사용하실 수 있는 제품이예요그리고 순하고 자극이 없어서 좋았고 특히나 여드름이 폭발 했을 크림을 발라주고 자면 다음날에 여드름이 진정된 걸 볼 수 있어서 언제나 믿고 사용하는 제품이에요겨울 말고 여름에 사용했을 정말절말 좋은 제품이었어요 끈적이지 않고 무겁지 않고 가볍게 사용하면서 진정과수준을 한번에 잡을 수 있는 재품이에요 단점 제가 수분이 부족한 지성인데 겨울에 제품을 사용해서 그런가 스킨케어를 다 해주고 5분 지나면 피부가 당기면서 어 건조한데 라는 걸 느꼈어요 수분크림이 수분을 충전해 주는 거여서 겨울에는 앞에 기초를 탄탄하게 잡아주시고 사용하든가 크림을 바른 후에 따로 미스트나 뭘 제품들을 추가로 발라주시는게 더 좋을 같아요 추천하는 계절 봄 여름 가을 초반 추천하지 않는 계절 겨울,"1개월, 써보고",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
닥터지 이거 살때 피부 좋은 친구 추천 받고 산 건데 평범 하길래 아 수분크림은 사바사 구나 생각했었단말이죠 평범해도 진정되는게 보이긴해서 무난템으로 쭉 썼는데 최근에 몸이 안좋아져서 갑자기 얼굴에 여드름이랑 뾰루지가 심하게 올라와서 어쩌지 하다가 고딩때 쓰던 여드름 약 생각나서 약국가서 클ㅇㅇ틴 사서 바르고 위에다 닷터지 바르는 식으로 둘이 조합해서 썼는데 대체 뭔진 몰라도 조합이 미쳤더라구여 14살때 여드름 나기 시작한 이후로 20대인 지금까지 부위만 채로 여드름이 아주 조금씩 나아졌다가 말았다가 하는데 조합으로 효과봤어요 지성인 여드름인들 써보게툐 저거 말고도 캔디랩인가 뭔가 하는 첨듣는 브랜드 입소문으로 알았는데 센텔라 드레싱 파우더도 효과 좋았어요 여드름때매 스트레스인 사람들 한번씩 써봤음좋겠어요 닥터지 후기 창에다 쓰기는 안 맞지만 여드름때문에 간절한 사람들 있을것같아서 써봐요 원래는 닥터지 크림이 저한텐 넘 무난해서 재구매를 할까 말까 고민했는데 클ㅇㅇㅇ이랑 조합으로 쓰고 마음에들어수 걍 또산거에요 여드름 났을때 걍 대충 짜버리고 클ㅇㅇㅇ바르고 닥터지 크림으로 마무리해주면 담날아침에 걍 나아있늠 닥터지팬됐어요 ㄷ ㄷ 인증은 친구한테 자랑한 문자내엳으로0,"닥터지, 이거",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
제품좋습니다 촉촉한것떄매 2년몇년째 간간히 사용하지만 다른것은 기대하기 저에게는 어렵네요 밀리지않고 촉촉하기때매 것에 독보적이기떄매 사용합니다 보습크림도 사용하다보면 탄력도 살짝 잡아주고 하던데 그런부분은없네요 2년을 사용하면서 정말정말 촉촉에만 점수를 주는 제품입니다 발랐을당시 촉촉함이고 이것때매 피부건조함 속당김이 없어지진않아요,"제품좋습니다, 촉촉한것떄매",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
여드름 사진 주의 개인적인 효과일 수 있음 6일 사용 후기 피부 타입 좁쌀 여드름 화농성 여드름 최근에 압출 받은 예민 피부 결론부터 이걸 샀나 싶어요 제가 최근에 여드름 케어 제품을 샀었는데 좁쌀은 짜도 그때만 괜찮고 올라오는 경우가 많거든요ㅠㅠ 제가 수분크림이나 재생크림 사용해봤었는데 압출 후에도 차오르더라구요ㅠㅠ 7일만에 화요일에 압출 받고 저렇게 빨갛게 올라온 상태에서 닥터지 크림을 꾸준하게 써봤어요 처음에 있던 화농성 여드름 빼고는 붉은기도 없어지고ㅠㅠ 저는 좁쌀 여드름이 올라오지도 않고 차오르는 느낌도 없어서 좋았어요ㅠㅠ 좁쌀에 좋다는 건 다 써봤지만 만족하는 크림이에요 아마 다 쓰면 얘는 무조건 재구매할 겁니다,"여드름, 사진",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
구매해서 바르던 크림인데 이번에 11으로 알림이 떠서 재구매했어요 70는 제품처럼 통에 담아왔고 하나는 70 튜브로 와서 좋아요 항상 통에 담겨오는거 보면서 튜브로 대용량 나오면 좋겠다 생각했는데 튜브로 오니까 사용하기도 편하고 위생적일 같아요 제품은 사용했을 무거운감이 있어서 끈적하고 싫었는데 닥터지 레드블레미쉬 클리어 수딩크림은 산뜻하고 깨끗하게 발려서 좋은 같아요 건성이신분들은 건조할 수 있을 같은데 저는 기름지지도 않고 산뜻하게 잘 맞습니다,"구매해서, 바르던",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
트러블과 극지성 피부인데요 쓴지 1년 넘어가네요 처음 추천받아서 쓸때는 몰랐는데 꾸준히 쓰다보니까 좁쌀여드름이나 속건조를 잡아줘서 벌써 3통째 쓰고 있어용 토너도 있는거 같아서 써보랴고 합니당 피부타입에 적합한가 같아요,"트러블과, 극지성",닥터지 레드 블레미쉬 클리어 수딩 크림,"복합성, 건성, 지성","보습, 진정"
