불용어 제거 리뷰,피부타입,피부고민,자극도
환절기라서 피부 뒤집어지고 요철 대박이라서 스트레스 받아가지고 사봤는데 피부과에서 사용하는 재생크림이라고 해서 써보니 좋네요 건조함도 느껴지지 않고 요철이 진정 되는 같아 좋습니다 전 저녁에 전에 발라줍니다,지성에 좋아요,진정에 좋아요,자극없이 순해요
피부가 얇고 민감해서 건조함을 쉽게 느껴요 요즘 같은 차가운 바람에 노출되면 피부가 붉어지면서 장벽도 무너져서 피부 장벽을 위한 크림을 구매했어요 재생력이 상당히 자기전에 듬북 올려두고 자면 홍조나 트러블이 진정돼서 팩처럼 발라주고 있어요 100100 기획세트일때가 더 좋았던 거 같아요 200를 한번에 구매하니까 나눠서 사용하지도 못하고 토출구가 좁고 불편해요,건성에 좋아요,보습에 좋아요,자극없이 순해요
구입하고 구입하고 몇번째 재구매인지 셀 수가 없는 라로슈포제 시카플라스트 밤5 제품은 가족 온가족템입니다 아들램 여드름 피부에 좋다해서 젤을 사용하다가 올영에서 밤 제품을 판매하길래 구입하게 되었었는데요 자전거를 타다보니 피부가 트기도 자극을 받아 따갑고 알러지처럼 올라와서 발라주니 진정에 탁월한 효과가 있더라구요 사용횟수와 사용량이 많다보니 구입횟수도 금방 금방 늘어나게 돼서 쟁여두려고 이번에 더 구입해둡니다 효과 저도 하루종일 피부가 지쳤을 때나 메이크업을 진하게 해서 가려움증이 생길 때 뾰루지가 생길 기미가 보일 때등 잠자기전 바르고 자면 다음날 눈에 띄게 진정이 되는 것을 확인할 수 있습니다 제형 제형은 흰색에 약간은 꾸덕한 느낌이 있는데다 바르면 희게 되기 잘 펴바르는게 좋습니다 아침화장시에는 잘 스며들도록 발라야 합니다저는 주로 밤에만 사용하는 편입니다 피부에 보습막이 생기는 느낌이라 저는 좋습니다,복합성에 좋아요,진정에 좋아요,자극없이 순해요
피부타입은 트러블지성입니다 피부가 민감성이라 장벽이 자주무너지는데 그럴때 저녁에 세안후 토너로 피부결정리만 해준뒤 바르면 진정이 빨라서 만족합니다 낮에바르기엔 지성타입에겐 너무무거워서 부담스럽습니다 장벽 무너졌을때 진정효과는 탁월합니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
되직하면 어쩌지 고민만하다가 올영세일에 2개 구매했어요 수분감 가득한 무향의 크림 제형이라 발림성도 좋네요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
올영 직원이 피부 타입 듣고 추천해준 템임 수부지인데 유분 걱정이 되긴 함 사용해보고 한달리뷰때 변화 작성 하겟움,건성에 좋아요,보습에 좋아요,자극없이 순해요
친구가 쓰던건데 생일 선물로 사줬습니다 좋아하네여 저도 써보려고요,건성에 좋아요,보습에 좋아요,자극없이 순해요
겨울에 사용하기 좋은 제품 같아요 피부 손상에 효과있는 같아서 구매했습니다,복합성에 좋아요,진정에 좋아요,보통이에요
피부가 예민해질때면 이거만한게없다 진짜진짜 딴거 다 써봤는데 이거가짱이다,복합성에 좋아요,진정에 좋아요,보통이에요
맨날 쓰는제품 건성이라 촉촉하고 조아요 대신 가격이 쎔 라로슈포제없이 못사랑,건성에 좋아요,보습에 좋아요,자극없이 순해요
맨날 쓰는제품 건성이라 촉촉하고 조아요 대신 가격이 쎔 라로슈포제없이 못사랑,건성에 좋아요,보습에 좋아요,자극없이 순해요
이번에 처음 써보는데 좋아요 겨울되면 피부가 건조해서 다 찢어지는데이건 보습력도 높네요,건성에 좋아요,보습에 좋아요,자극없이 순해요
확실히 트러블 부위에 이거 바르고 자면 진정되는 게 느껴짐 더 꾸준히 쓰면 피부장벽 강화되지 않을까 기대중 뒤집어진 피부 회복될 때까지는 써볼 예정임 내 피부는 유분기 트러블 생기는 게 아니라 건조해서 생긴다는 걸 늦게 깨달았음 건조하면 트러블 나는 분들께 추천합니다,복합성에 좋아요,진정에 좋아요,자극없이 순해요
날이 추워 그런지 피부가 울긋불긋 난리길래 구매했어요 피부 진정에 최고 자극도 없음,건성에 좋아요,진정에 좋아요,자극없이 순해요
피부 장벽이 좋아지는 크림 통째 쓰고 있습니다 이거 바르도 푹 자면 다음날 피부 컨디션 최고,지성에 좋아요,진정에 좋아요,자극없이 순해요
100 기준 2만원대일때 무조건 사세요 200미리 출시 된 이후로 100미리는 세일을 잘 안해서가격 떨어질때마다 쟁여둡니다 피부가 예민해서 외부자극에 의한 트러블이 잘 나는데 그럴때마다 자기전에 이거 듬뿍 바르고 자면 다음날 마법같이 진정되어있어요 유분100느낌이라 습한 여름에는 답답해서 사용하기 어려웠고 환절기부터 겨울까진 매일매일 사용중이에요 내성같은것도 없어요 굿,건성에 좋아요,진정에 좋아요,자극없이 순해요
한달 후기 입니다 이걸 이제야 사용했는지 지금이라도 알고 사용해서 다행일정도로 지친 피부 구원템 입니다 뻑뻑해서 발림성 좋지않고 겉돌까봐 구매 고민했었고 효과가 뭐 좋겠어 생각에 가격적인 면에서도 부담이되서 쳐다도 안보다가 세일의 힘을 빌려 작은 사이즈로 시작해본건데 왠걸 효과 드라마틱하게 좋습니다 피부에 막을 씌운듯 보드랍고 좁쌀부분 싹 다 잠재워졌고 세안 후 당김 없고 피부결톤 매끄러워지고 밝아졌습니다 환상적으로 피부가 좋아져서 놀라워요 대용량도 구매했는데 지속적 사용 예정 입니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
올리브영에서 알게된 라로슈포제 시카블라스트 밤 5 설명이 필요없는 제품입니다 환절기에 히알루론산 세람과 바르면 아침까지 피부에 촉촉함이 유지됩니다,건성에 좋아요,보습에 좋아요,자극없이 순해요
처음 쓸땐 익숙치않은 꾸덕한 제형에 손이 안갔는데 쓰다보니 전에 비해 트러블이 덜 나는것같아서 겨울 필수템이 되어버려서 재구매했어요 워낙 꾸덕하고 보습감이 가득해서 소량씩 짜서 양조절하면서 쓰는게 좋은거같아요 안그러면 손에 흡수가 다돼서 무거운 제형이라 여름엔 안쓰지만 그만큼 건조한 겨울엔 좋아용,복합성에 좋아요,보습에 좋아요,자극없이 순해요
할인해서 잘 산것 같아요진정에도 좋고 건강한테 좋네요 추천해요,건성에 좋아요,진정에 좋아요,자극없이 순해요
사춘기 아이랑 늘사용하는거라 주문했어요 순하고 좋은거 같아 꾸준히 사용중입니다,복합성에 좋아요,주름/미백에 좋아요,자극없이 순해요
빨리 다쓰고 새거 재구매하고싶어요 향은 별로인데 바르고 다음날 기상하면 피부 넘 좋아져요,복합성에 좋아요,보습에 좋아요,자극없이 순해요
민감한 피부에도 자극없이 편하게 사용할 수 있고 밤에 듬뿍 바르고 자면 아침에 피부가 촉촉하고 부드러워요 붉어진 피부나 작은 트러블 부위에도 진정 효과가 있어요 제형이 가벼운 느낌은 아니라서 화장전에 바르면 밀려요 제형이 뻑뻑하고 백탁 현상이 있어서 잘 두드려야 저는 단독으로 바르기엔 제형이 묵직해서 닥터 수분크림과 섞어서 바르는데 더 잘 발리고 촉촉해요,건성에 좋아요,진정에 좋아요,자극없이 순해요
원리는 모르겠지만 바르고 자고 일어나면 피부가 재생되어있는 마법같은 템 선크림같은 제형이 얹혀지는 타입이라 안에 보습을 유분보다는 수분위주로 마지막에 이걸 발라주세요 꿀피부 완성 가격만 항상 이랬으면 좋겠어요 2만후반대 200미리 출시되고나서는 그거 밀어주느라 그런지 100짜리는 할인을 잘 안하더라구요ㅜㅜ,건성에 좋아요,진정에 좋아요,자극없이 순해요
가격은 4만원 초반대에 구매세일가 저는 탑리뷰어라서 쿠폰까지 먹여서 2만원대로 구매했어요ㅎㅎ 저는 라로슈포제 크림을 피부에 뾰루지가 날때나 보습이 필요할때 사용중이에요ㅋㅋ요새 날이 건조해져서 가볍게 기초바른 후 라로슈포제 크림으로 도포하고 흡수해주고 있어요 아침에 일어나면 피부가 반질반질하니 넘 좋더라구요ㅎㅎ 제형이 꾸덕하다보니까 건성분들에게 적합하고 지성분들에게는 트러블을 유발할 수 있으니 테스트 해보고 사용하시는 것을 추천드려용 백탁현상이 있는 크림이다보니 피부에 잘 흡수시키지 않으면 기름이 있어보일 수 있어요ㅋㅋ잘 두드려서 흡수시켜주세용,건성에 좋아요,보습에 좋아요,자극없이 순해요
재구매의사 한줄평 재구매하고 있는 찐템 보습감 낭낭한 크림을 워낙 좋아해서 에스트라 365 크림이랑 집에 항상 구비해두는 필수템이에요 피부 장벽이 무너졌다고 생각될 때는 무조건 찾게 되는 같아요 유분감이 많고 잘 흡수되지 않아서 안 좋아하시는 분들이 있다고 알고 있는데 손에 덜어서 비빈 얼굴에 바르면 좋아요 저도 유튜브에서 바르는 방법 따라하기 시작했는데 흡수도 잘 되고 효과도 더 잘 느껴져서 좋더라구요,건성에 좋아요,보습에 좋아요,자극없이 순해요
한달 후기 입니다 이걸 이제야 사용했는지 지금이라도 알고 사용해서 다행일정도로 지친 피부 구원템 입니다 뻑뻑해서 발림성 좋지않고 겉돌까봐 구매 고민했었고 효과가 뭐 좋겠어 생각에 가격적인 면에서도 부담이되서 쳐다도 안보다가 세일의 힘을 빌려 작은 사이즈로 시작해본건데 왠걸 효과 드라마틱하게 좋습니다 피부에 막을 씌운듯 보드랍고 좁쌀부분 싹 다 잠재워졌고 세안 후 당김 없고 피부결톤 매끄러워지고 밝아졌습니다 환상적으로 피부가 좋아져서 놀라워요 대용량도 구매했는데 지속적 사용 예정 입니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
친구랑 만나서 밥먹고 나와서 올영쇼핑하다가 추천받은 제품이에요 친구는 건성쪽인거같고 저는 수부지인 피부인데 요즘 요름후반때부터 피부가 뒤집히더니 뾰루지며 좁쌀이며 나서 잠재워줄 아이템 쓰고싶다 병원가봐야하나 하는 찰나에 쓰기시작했어요 큰용량이랑 둘다 있는거 봤지만 혹시나 나와 맞지않는다면 아찔한 생각에 작은용량으로 샀어요 매장에서 손등에 테스트해보고 샀는데 매장에서도 촉촉하니 백탁느낌 있을거라 하기해서 생얼도 예쁘게 가능 했는데 바르고나면 막 백탁모르겠어요ㅎ 발림성 꾸덕할줄 알았는데 얼굴에 발라도 꾸덕은 아니고 잘 발려요 향도 이정도면 무향에 가까운 편이고 처음이라 얇게 바르고 잤는데 다음날 조금 진정된 느낌이라 이거때메 뭐 나고 한건없어요 꾸준히써보기,복합성에 좋아요,보습에 좋아요,자극없이 순해요
리뷰 안쓰는데 넘어 갈수가 없어서 리뷰작성 수영시작한지 2년차에 주6일 수영합니다 얼굴에 뾰루지 달고 살았어요 흉터도 생기고 가라앉으면 다른데 생기고 스트레스였고 원인이 수영이라는걸 알았지만 그렇다고 수영 그만둘 생각은 없어서 자주 수분마스크팩 해주고 수분크림 듬뿍 발라주는게 다였어요 수분 부족인줄 알고 그러다 난리나듯이 뒤집힌적이 있어 서치하다 장벽이 무너져 그렇다는걸 알았어요 그러다 접한게 화장품이 었는데 사용한지 3주 되가는데 뾰루지가 안올라와요ㅜㅜ 에바끌라세럼이랑 사용 중 이거 없음 안돼요 좋아요 다른케어 필요없이 밤에는 스킨 에바끌라에센스 시카밤 두껍게 발라주기만 해도 트러블올라오려는것 금방 가라 앉더라구요 아침 화장할땐 화장이 밀려서 안바르고 밤에만 두둑히 바르고 자고 일어나면 얼굴이 광택나면서 촉촉해요 안색도 맑아보이고 거기다 흉터도 조금씩 지워져가는것 보여요 흉터때문에 미백관리에 노스카나 연고까지 바르면서 관리했는데 시카밤 바르고 하는게 관리되는것 느껴져요 필수 템입니다,복합성에 좋아요,보습에 좋아요,자극없이 순해요
미개봉씰은 붙여서 판매해라 본 상품에 붙일 돈 아까우면 겉에포장지에라도 미개봉스티커라도 간단하게 붙여놓는 성의정도는 보이셈 샘플이고 본품이고 다 미개봉씰 없고 겉에도 쉽게 열 수 있게 되어있음,복합성에 좋아요,보습에 좋아요,보통이에요
바르고 자면 담날 피부 좋아보이긴한데 여드름에 효과 있는지는 딱히 모르겠음 재구매는 안할듯,복합성에 좋아요,진정에 좋아요,보통이에요
피부과시술후 피부가 많이예민해져있고해서 요즘 꾸준히 바르고있어요 피부결이 고와진것같아요,복합성에 좋아요,진정에 좋아요,보통이에요
기초마무리단계에서 쓰고있는데 촉촉하고 아침까지 잘유지되서 넘좋네요,건성에 좋아요,보습에 좋아요,자극없이 순해요
뭐 올라올때므다 한번씩 듬뿍바르고 자면 좋아요 아침에 다 없어져잇어요,건성에 좋아요,보습에 좋아요,자극없이 순해요
피부장벽에좋은것같아요 피부결이 매끄러워지는것같아요,복합성에 좋아요,진정에 좋아요,보통이에요
건성은 확실히 겨울되면 요런 꾸덕크림 써줘야하는것같아요 바르면 트러블 올라오려고해서 이거 양조절 잘해서 써줘야할것같아요,건성에 좋아요,진정에 좋아요,보통이에요
진정에좋고 복합성피부에 잘맞을것같아요 발림성은좀뻑뻑해요,복합성에 좋아요,진정에 좋아요,보통이에요
피부장벽이강화되는느낌이예요 발림성은뻑뻑한데ㅣ촉촉해요,복합성에 좋아요,진정에 좋아요,보통이에요
이거 대박임 진짜제발 사세요 제발ㅠ 크림 걸 써도 여드름 올라왔는데 얘 쓰고 올라오는 여드름이 확 줄었어요 좁쌀요철도 굉장히 개선됨ㅈㅂ 사세요,복합성에 좋아요,진정에 좋아요,자극없이 순해요
피부트러블이 올라오면 꼭 저녁에 수면팩처럼 꼭 바르고 자는 아이템 절대 지켜,복합성에 좋아요,진정에 좋아요,자극없이 순해요
